date,Bond/Credit Smooth Score Best,Bond/Credit Core Only,Old Best + Bond/Credit Incremental,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,100% D Buy & Hold,SPY Buy & Hold
2017-11-07,1.088395126981478,1.0883343146763922,1.0865726097918118,1.065587866943513,1.0826789357725044,1.1122323213455199,1.0534229117990324,1.0679207126909924
2017-11-08,1.0918704899789238,1.0918246799514821,1.0897809472072153,1.0682714356455578,1.0859374067037701,1.117020211435026,1.055229023757823,1.0697372554413813
2017-11-09,1.0869226607794558,1.086858161435446,1.0852047259405069,1.064383477766136,1.0813122302889857,1.1101510820067588,1.0527293982574253,1.0658564595616926
2017-11-10,1.0872617175047528,1.0871969966568298,1.0855669387256053,1.064762125090592,1.0816809136153216,1.1103507614746588,1.05325792254654,1.0655261790611934
2017-11-13,1.0878874837673893,1.0878216415295614,1.0861600671252962,1.0653341779252619,1.082297001387859,1.11108186598876,1.0537642085602006,1.0665170205626915
2017-11-14,1.0856211103420068,1.0855497941272083,1.0839526227321763,1.0632444753572379,1.0800846288914112,1.108457964710538,1.0519446553532001,1.0640399168113035
2017-11-15,1.0795717311236313,1.0794941353191856,1.07817885035679,1.0578253553583796,1.0742023077225171,1.101252345968998,1.0473247725016863,1.0587141437448768
2017-11-16,1.0913812995442846,1.0913070409317842,1.0897084134128168,1.0688966200039969,1.0858380416858084,1.1143803402465564,1.0575288413928263,1.0677142873752337
2017-11-17,1.0883940261673135,1.0883134520098714,1.0871363368925933,1.0667047549259312,1.0830627773962285,1.1095080746314563,1.0567467231889889,1.0645766226228472
2017-11-20,1.090939739001789,1.0908570702788287,1.0898219345212672,1.0694150309320478,1.0856626491024732,1.1114739886963065,1.0599476968871162,1.066393165377951
2017-11-21,1.099309194208832,1.0992448342133065,1.0975116303714676,1.0766588734056923,1.0937483745293792,1.1228825117261514,1.064856470790462,1.073370340946875
2017-11-22,1.0984727904303786,1.098410068610434,1.0966877569472055,1.0758495442059564,1.0929287184504812,1.121917563805077,1.064175545176324,1.0724207845085285
2017-11-24,1.1013550341202458,1.1013201675709796,1.0990031211077722,1.0781673267059597,1.095671576922653,1.1269572421405436,1.0647366419290574,1.0748978882599165
2017-11-27,1.1008650447681017,1.1008352358434923,1.098472558666004,1.077643699647711,1.0951937319918446,1.126542159110711,1.0642001006117285,1.074361182448373
2017-11-28,1.109088741898366,1.1089915113946116,1.1078644223917504,1.086076706445304,1.1035385999952456,1.1307866762299241,1.0764078939440858,1.0852604389554226
2017-11-29,1.1028492786549102,1.1025075058687444,1.10540134220547,1.0806684000582443,1.0976955850932901,1.1120511148499068,1.0828437480448783,1.0845998779544237
2017-11-30,1.1114723103843702,1.111150018455451,1.1137061728158308,1.0890528266930934,1.1062462757150187,1.1218344115601835,1.0901874031632854,1.0940954423378875
2017-12-01,1.1086933167894728,1.10833301854691,1.1115047966058955,1.0864583436677953,1.1035913050083106,1.1172227735307685,1.089436087222558,1.0918247639022582
2017-12-04,1.1035016330328942,1.1029627355906013,1.1088271800162055,1.0818166827594702,1.099017304366246,1.1036951557213053,1.0935965923459179,1.090503641900261
2017-12-05,1.100951755266969,1.1004689252115125,1.1054996202566243,1.079175318848656,1.0962735273095188,1.1036736414187631,1.0881574220917631,1.0865815609574203
2017-12-06,1.103140629623619,1.1027115184851257,1.1069573968182407,1.0811685867220708,1.098197900862245,1.1084435347234622,1.087274840751134,1.0867879862684644
2017-12-07,1.106841157140655,1.1064510848450289,1.1101404830213633,1.0846791345962272,1.1016613989400823,1.1140940862700632,1.0885902994305732,1.0902146464629132
2017-12-08,1.1127345366410295,1.112319814670025,1.1163440832244882,1.090520472601892,1.1076605624803033,1.1189328366826072,1.0957182856138772,1.096159695467187
2017-12-11,1.1181017497976102,1.1177117833298666,1.121221212164533,1.0955910628041903,1.11280426087686,1.1261479781743218,1.0988293198988728,1.099462500467466
2017-12-12,1.1192609652749097,1.1188431119706619,1.1228946764400871,1.0969366907437446,1.1141874363530242,1.1253575361439838,1.1023321972521896,1.1014028984073108
2017-12-13,1.1205682833030155,1.1201507326187525,1.1241652825611335,1.0981964587437725,1.1154770451529668,1.1268048559373207,1.1034662643607505,1.10127904322257
2017-12-14,1.1169389678145862,1.1165585263126048,1.1200065318011365,1.0944449270598238,1.1116181602837032,1.125191226574259,1.0974118024612713,1.0967789714050342
2017-12-15,1.1262271789807667,1.1258813883803886,1.1288778304725773,1.1034152462547733,1.1206280668048927,1.1364375624687848,1.1042326449486206,1.105913641875066
2017-12-18,1.1357387404844428,1.1353838294488696,1.1384306913886357,1.1127578331508046,1.1301428595073646,1.1457569235956118,1.1139285522039832,1.112926489628504
2017-12-19,1.131152384219536,1.1307736543525195,1.1340275742014794,1.1083447747485613,1.125748404541491,1.1399662034933546,1.110895595630056,1.1086523871515566
2017-12-20,1.13061838598066,1.130222434407976,1.1335783125690526,1.1079100481896789,1.125373723296213,1.1385257250481247,1.1115598644059352,1.1080714411791015
2017-12-21,1.1306067326119402,1.1301938661182176,1.1336352299765815,1.1080376414135393,1.1255445202789693,1.137508360912162,1.112890533311621,1.1103537289142251
2017-12-22,1.129877794868671,1.1294603869941269,1.1329030792641297,1.1073788813560115,1.1248998679380255,1.1363974539683175,1.1127025885190955,1.110063255930355
2017-12-26,1.1270566024224307,1.1266074132197255,1.1301309104838957,1.1051950201466292,1.1225518784920832,1.1312781055469256,1.113070133683835,1.1087353794326624
2017-12-27,1.1278361760693854,1.127393979970543,1.1308829877488618,1.105797443880135,1.1232517847916084,1.1324817353356031,1.113273865314913,1.10927482925985
2017-12-28,1.129357561064331,1.1289154261292356,1.1323815766291263,1.1072709940627883,1.1247773133497052,1.134026722706797,1.1147790366413846,1.111557116990259
2017-12-29,1.1245092676002948,1.1240585103600393,1.1274700945486091,1.102879277748624,1.1201748610929747,1.1282372086346673,1.1113472050106237,1.107366006794417
2018-01-02,1.1355524623878503,1.135137886007861,1.1387173100042305,1.1123957411168108,1.1303878431222079,1.142562886523208,1.1175009813308565,1.1152917696353044
2018-01-03,1.1430159663899244,1.142628926712926,1.1462787382711968,1.118464675072939,1.1371423773455884,1.153209153165929,1.120443298377695,1.1223461135340103
2018-01-04,1.14722378375858,1.1468329787141065,1.1504963325470445,1.1225073229973523,1.1413112090365174,1.157626228482248,1.1243669481072711,1.1270766735570397
2018-01-05,1.1563224331246347,1.1559304304801374,1.159714719134904,1.1304364909742308,1.1499292760322057,1.1690801659860122,1.1302223299337104,1.1345874749971128
2018-01-08,1.1600956312528836,1.159696333181379,1.1635316688769284,1.1339727453164263,1.153640830780482,1.1732317802382572,1.133504602600319,1.1366622820247574
2018-01-09,1.1604589976371276,1.160064959108625,1.1638171368341168,1.1345084973204909,1.1540869117890913,1.1731503537835648,1.134459861619675,1.1392350427390365
2018-01-10,1.1576327933321209,1.1572504090468563,1.160873795148672,1.1320605206254328,1.151411021703536,1.1696400057034972,1.1325936736476188,1.1374922048358154
2018-01-11,1.1660475748817585,1.1656798806078594,1.1690876289189727,1.1410027723801346,1.160053879740496,1.1768617336480818,1.1426038995459118,1.145791432946393
2018-01-12,1.17419674804665,1.1738355882656684,1.1771106841644658,1.1493818343516413,1.1683211614594051,1.1844136797281322,1.1515576308200648,1.153260738245913
2018-01-16,1.1699649892261872,1.1696043630221078,1.1728557200763265,1.145187835795946,1.1641094660863107,1.180209175782556,1.1473429717293326,1.1493186048933886
2018-01-17,1.1838620510785542,1.1834875330900247,1.1869337019208,1.1582491103543855,1.1777707105244597,1.194959089534373,1.159932777472411,1.1602735859993514
2018-01-18,1.1832728198593705,1.18287888868273,1.1866869484993119,1.1565049727847732,1.176811159696997,1.1958482690699173,1.157179625432969,1.1583232673933657
2018-01-19,1.1876969905475778,1.1873076575107495,1.191030320548241,1.1611390725332853,1.1813317148913844,1.1999291644351082,1.1621209756680195,1.1635932772435826
2018-01-22,1.1978122315520094,1.1974147292242627,1.2012353621319098,1.1706960723305921,1.1913012735759099,1.2105103287283578,1.171488078680115,1.1730543972896414
2018-01-23,1.20221965112367,1.201784394411068,1.2062770801237954,1.1726563452748977,1.194940542874244,1.2174750987311895,1.1719053115467013,1.175544165722815
2018-01-24,1.1976441957847388,1.1972443806690034,1.2009928793409856,1.1705363251579097,1.1911632416477282,1.210413061627359,1.171294048285448,1.175087708176733
2018-01-25,1.1965717900999728,1.1961725485941683,1.1999251976292165,1.1694331482681561,1.190091036459852,1.2093729628587817,1.1701918918347507,1.1755856618633678
2018-01-26,1.213287972517792,1.2128730127896423,1.2168725942628889,1.1850673806235736,1.206504045427069,1.2269358041664222,1.1854751928670415,1.1891963959647158
2018-01-29,1.2055296931682062,1.205134601579572,1.2087121603907438,1.1786679426901658,1.1991743656356426,1.217999188916843,1.1797059688610052,1.1813121292596669
2018-01-30,1.1923430784411262,1.191918372264699,1.195916613343371,1.163280267054006,1.1852868749360816,1.20686618861125,1.1631648946151882,1.169195256218223
2018-01-31,1.1957831654203912,1.1953212384266951,1.1995739002617931,1.1639516788729773,1.18788044951019,1.2126256052064646,1.162704366821613,1.169776202181249
2018-02-01,1.1924839691241995,1.192032374230193,1.1961974552182533,1.1614470429781885,1.1848349519285042,1.208693034501376,1.1605131400144755,1.1684483256882714
