display_name,method,config_id,cost_bps,n_days,start_date,end_date,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,annual_turnover,avg_g_weight,final_wealth
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,10,2233,2017-06-28,2026-05-15,3.2477063795071404,0.17730478137939287,0.1949327677545019,0.9354004213186131,1.110278347199862,-0.34503078153182676,0.5138810531402912,1.702790570133882,0.49616313427469455,4.24770637950714
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,10,2233,2017-06-28,2026-05-15,3.266277900507772,0.177884547659223,0.19486884206090077,0.9381662152441679,1.1143359743961283,-0.3447654711154595,0.5159581296923169,1.6034636901138222,0.4955256081972864,4.266277900507772
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,10,2233,2017-06-28,2026-05-15,3.957445537458679,0.19801350117751948,0.19137535992414276,1.0402895099796317,1.2648181352381607,-0.31917774348739336,0.6203863058056254,4.1023152434017565,0.43719128577818117,4.957445537458679
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,10,2233,2017-06-28,2026-05-15,3.755299574027542,0.19239824553854823,0.19285345955581876,1.0093837293589678,1.2211665202702584,-0.3163326028729787,0.6082150362977429,4.696744327984469,0.45060683045559574,4.755299574027542
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,10,2233,2017-06-28,2026-05-15,3.057628844611277,0.17123799374651671,0.1934381833734724,0.9144078524606916,1.0812440057999224,-0.3358675551910051,0.5098378545350565,0.0,0.5,4.057628844611277
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,10,2233,2017-06-28,2026-05-15,4.550778639891888,0.21339533785367792,0.2353288428289731,0.9401054485499574,1.1666062690287695,-0.3434553386295507,0.6213190300234207,0.0,1.0,5.550778639891888
100% D Buy & Hold,100% D Buy & Hold,100% D Buy & Hold,10,2233,2017-06-28,2026-05-15,1.82173751364711,0.124195907838754,0.17528690177644998,0.7560682458145882,0.8586911079369187,-0.3671295816808853,0.33828902391937193,0.0,0.0,2.82173751364711
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,10,2233,2017-06-28,2026-05-15,2.5162248904066207,0.15246091192246225,0.18735714601628745,0.8515387799389373,0.984752042782056,-0.3371738844275918,0.4521729557474173,0.0,,3.5162248904066207
