method,config_id,cost_bps,n_days,start_date,end_date,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,annual_turnover,avg_g_weight,final_wealth,selection_score,alpha_d,lambda_credit,lambda_g126,lambda_interaction,max_tilt,tau_weight,eta
bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,10,2233,2017-06-28,2026-05-15,3.2477063795071404,0.17730478137939287,0.1949327677545019,0.9354004213186131,1.110278347199862,-0.34503078153182676,0.5138810531402912,1.702790570133882,0.49616313427469455,4.24770637950714,0.8076923076923077,0.67,0.5,0.1,0.1,0.2,0.75,0.05
bond_credit_smooth_score,bc_a0.67_lc0.25_lg0.10_li0.10_tilt0.30_tau0.75_eta0.03,10,2233,2017-06-28,2026-05-15,3.2882400517183576,0.17856728029146773,0.19558111956029287,0.9384352560622916,1.1150098035794502,-0.3479312913698319,0.5132256992132981,1.7859164129065603,0.4944761612854919,4.288240051718358,0.7940731399747795,0.67,0.25,0.1,0.1,0.3,0.75,0.03
bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.40_tau1.00_eta0.03,10,2233,2017-06-28,2026-05-15,3.326728101343595,0.17975630339108029,0.19686566477214384,0.9387151088864012,1.1148024039130096,-0.3513151045082976,0.5116668799158752,2.1088662026004177,0.4982532557024949,4.326728101343595,0.7587641866330391,0.67,0.5,0.1,0.1,0.4,1.0,0.03
bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.50_tau1.00_eta0.03,10,2233,2017-06-28,2026-05-15,3.391968194377479,0.18175051870388836,0.19833383888894643,0.9417486194687983,1.1188395719909907,-0.35548389609593634,0.5112763776360727,2.6360827532505224,0.4978165696281186,4.391968194377479,0.7063051702395965,0.67,0.5,0.1,0.1,0.5,1.0,0.03
