date,portfolio,dependent_return,window,n_obs,alpha_daily,alpha_annualized,r2,beta_mkt_rf,beta_smb,beta_hml,beta_rmw,beta_cma,beta_mom
2021-07-14,G,G excess return,504,504,0.00013705295060278616,0.03513823382026082,0.9773586172500542,1.1102736773205384,-0.09081248701179688,-0.33472486224570885,0.15810773241290896,0.01665801246848198,0.0012133933460028005
2021-07-15,G,G excess return,504,504,0.00014028701654501864,0.03598208235635769,0.9774059543741747,1.11015747162263,-0.089908309429986,-0.3351734972575326,0.15966289018693733,0.01629997607643813,0.0014055392096552805
2021-07-16,G,G excess return,504,504,0.00013009825741185053,0.03332589915670292,0.977305151588396,1.1104901156331175,-0.09033658031814204,-0.3332699668547327,0.15845054549953533,0.020279717314861844,0.0030414251030001583
2021-07-19,G,G excess return,504,504,0.0001282884001643633,0.032854784027170236,0.9773233887957399,1.110565445993455,-0.09046879221642594,-0.33299008804223335,0.15847916355373795,0.020883067281496394,0.0032726856061801174
2021-07-20,G,G excess return,504,504,0.0001169071318626201,0.029897080378711305,0.9773328250092288,1.110427120913621,-0.09083827372458408,-0.3336518800763892,0.15923404770047972,0.019582968176147186,0.0026434051156914423
2021-07-21,G,G excess return,504,504,0.00011685552281945561,0.029883687726458996,0.9773562169321636,1.1103294486530313,-0.0906391356148737,-0.33200714752552957,0.1581635518818452,0.018907794502585555,0.0036901850245090835
2021-07-22,G,G excess return,504,504,0.00011766015495928639,0.030092511144723666,0.9773571360506964,1.1103443111374418,-0.09076002307240458,-0.33208291601488416,0.15830894771009177,0.018737131127106108,0.0036110290310127683
2021-07-23,G,G excess return,504,504,0.00010842288659756767,0.0276977294894043,0.9774200392198407,1.1102638059143874,-0.09128197099546599,-0.3323576227713338,0.15764118846270517,0.020311877727383246,0.003509315960560868
2021-07-26,G,G excess return,504,504,0.00011584922376326292,0.029622585726047257,0.9773875717150883,1.1101827608254917,-0.09182419956791685,-0.33107488440103733,0.15756073580010704,0.021743202097574618,0.004536702912640018
2021-07-27,G,G excess return,504,504,0.0001142635956023161,0.02921130038402442,0.977385508174956,1.11037048507834,-0.09153034234141606,-0.3312010699766744,0.15668635791557234,0.021801955457202794,0.004559434806483707
2021-07-28,G,G excess return,504,504,0.00011672328018672786,0.029849371284401238,0.9773953489129883,1.1103784568120436,-0.09149625777431786,-0.3314884714329233,0.15707840716225777,0.02264233083020944,0.004576924121097899
2021-07-29,G,G excess return,504,504,0.0001141616983856322,0.029184875552094702,0.9774020676302934,1.1104433365298767,-0.09192435853715057,-0.33137498302319673,0.15727239599554585,0.022662197658033907,0.0047282568606507435
2021-07-30,G,G excess return,504,504,0.00011639030237855191,0.029762969899582048,0.9773642575188141,1.1104064013968589,-0.09173505020620823,-0.3317089926497089,0.1578628286633915,0.02321837182918404,0.00470307357550572
2021-08-02,G,G excess return,504,504,0.00011229111752689448,0.028699901049011656,0.9773363412341881,1.1104674186974208,-0.09173820418258039,-0.3316943181807092,0.15774821359934985,0.024067118200546744,0.004755216812707722
2021-08-03,G,G excess return,504,504,0.00012027159473677091,0.030770539746131753,0.9774126615781592,1.110164690388011,-0.0919426318050995,-0.3314349882076388,0.15775440902705726,0.024755738313440523,0.005001251485363108
2021-08-04,G,G excess return,504,504,0.00012674934829236682,0.03245432924775837,0.9772503024343341,1.1095555680231937,-0.09189859211531598,-0.3311416063077493,0.15766684730191402,0.024687425410034405,0.005200588853220672
2021-08-05,G,G excess return,504,504,0.00013191735341299663,0.03379963485917292,0.9772431815645374,1.1097472680931277,-0.09219687477208265,-0.33078852376116064,0.15659608164504676,0.02449319383808525,0.0053489248305804505
2021-08-06,G,G excess return,504,504,0.00013589538949974834,0.03483636363797804,0.9772205854221068,1.10955181325951,-0.09245854846101166,-0.32921317172080206,0.1568883556225693,0.02371156012794872,0.0062675308800480105
2021-08-09,G,G excess return,504,504,0.00013429919372281822,0.034420249587385765,0.9771527102665255,1.1096364874848212,-0.09211492243646853,-0.32963192403547487,0.15760919304015672,0.02413010144205519,0.006204397324006217
2021-08-10,G,G excess return,504,504,0.0001330454564178656,0.03409352827969414,0.9771342959526006,1.1096352348097387,-0.09239280124260928,-0.3299820292267753,0.15651087225647475,0.02331160865169873,0.005719144590682896
2021-08-11,G,G excess return,504,504,0.00013161845003303844,0.03372177848675362,0.9771125110504039,1.1097236965765727,-0.09253518942566293,-0.3298662328938661,0.15642673685238834,0.023112313840963895,0.005693802816821008
2021-08-12,G,G excess return,504,504,0.00012944568957152087,0.033156007730187786,0.9770772007395734,1.1095330251885618,-0.09259646473438549,-0.32950090910413415,0.1559828549660612,0.022908074497668348,0.005792196490650228
2021-08-13,G,G excess return,504,504,0.00012795545031384946,0.03276813877409679,0.9769428299337837,1.1098704182623065,-0.09278967162704448,-0.32988231114880373,0.15647554455600554,0.022957861111451528,0.005466136231199872
2021-08-16,G,G excess return,504,504,0.00013448904115866535,0.03446973239294082,0.977011881347801,1.1097971929647488,-0.09350756952246544,-0.32877335616924597,0.15602573014200352,0.020863971779345743,0.006035303200520012
2021-08-17,G,G excess return,504,504,0.00013188384600688264,0.033790906781361096,0.9770037760390187,1.1096890825023769,-0.09357519232065226,-0.3286623427244213,0.15611654825899315,0.020878603742931497,0.006202756133594299
2021-08-18,G,G excess return,504,504,0.00012811612518281968,0.03280995111822005,0.9770169583142363,1.1096079624653954,-0.093618780348572,-0.3285071981436235,0.15587828279850166,0.021212526489653227,0.0063771837972208005
2021-08-19,G,G excess return,504,504,0.0001302584568963245,0.033367610214367405,0.9769879223649938,1.1095852267700705,-0.09340423121601986,-0.32913124669410043,0.15845909036638967,0.019692392693223468,0.006229732039549545
2021-08-20,G,G excess return,504,504,0.00013206080485424695,0.0338370022145249,0.9769873752776573,1.1096429983572935,-0.09317797260035689,-0.3293141084329036,0.15845640964394403,0.019615665930045864,0.006173153088977829
2021-08-23,G,G excess return,504,504,0.00013722183215333648,0.03518228228585585,0.9769827725402452,1.109890504200716,-0.093429651757634,-0.3293845105251497,0.15556500289363684,0.021084182414843555,0.0058512978099298976
2021-08-24,G,G excess return,504,504,0.00013713550804076308,0.035159766599089703,0.9768414465801758,1.109711488029742,-0.0935530544406887,-0.3293070168289879,0.15571851964497652,0.020691841237624863,0.005846329103527463
2021-08-25,G,G excess return,504,504,0.0001353937263450037,0.03470556655047963,0.9768187582556126,1.1097221814779528,-0.09341195374576242,-0.3295877824256981,0.15604720394527227,0.020745829614065413,0.005723659241800674
2021-08-26,G,G excess return,504,504,0.00013650628580125164,0.03499566298492418,0.9768269649674586,1.1097121484520027,-0.09351698615852681,-0.3295627952626752,0.1561526524929277,0.02082360026173524,0.005786863094529832
2021-08-27,G,G excess return,504,504,0.00014398450056955003,0.03694768775277568,0.9768710538908438,1.1098622406953615,-0.09258353707690656,-0.3298435653740815,0.15640713382166585,0.021495346195523814,0.00584417910840483
2021-08-30,G,G excess return,504,504,0.00014191358222644985,0.03640675287559181,0.9768686679430061,1.1097737689895624,-0.09265102667666297,-0.330019882399305,0.15648359331603057,0.021900666509121956,0.005830763920189901
2021-08-31,G,G excess return,504,504,0.00014354383639972914,0.03683256038200389,0.97688213862793,1.1097920346803714,-0.09288708359623907,-0.3299044842603402,0.15661373192601324,0.022105521994909855,0.005885412659437619
2021-09-01,G,G excess return,504,504,0.00014265845935640541,0.036601286366739094,0.9768490652068904,1.1097120332762898,-0.0935980085505341,-0.32903376422537595,0.15641465732208476,0.022675665723020114,0.006385786355851407
2021-09-02,G,G excess return,504,504,0.0001297773723761786,0.033242355527828504,0.9768056918720361,1.1092374239862663,-0.0930370292242467,-0.3287217712162636,0.15834850939415132,0.019512086696682286,0.006804783311277882
2021-09-03,G,G excess return,504,504,0.00012825751691939732,0.03284674681679034,0.9768306530195583,1.1087904931557573,-0.09392633426622417,-0.3275375210001033,0.15768944223204173,0.018697819392127245,0.007699119553886986
2021-09-07,G,G excess return,504,504,0.00014077894801368845,0.036110499580266575,0.9767159757734909,1.1087926677423587,-0.09539341658360789,-0.3269250454184724,0.15437902148282656,0.021029596353133097,0.007496011980419777
2021-09-08,G,G excess return,504,504,0.00013183977899485552,0.03377942822744173,0.9767467558267666,1.10901076604668,-0.09563529865606699,-0.3273410963034388,0.1531091697608571,0.02168064642608727,0.007916403175333623
2021-09-09,G,G excess return,504,504,0.00013663072618671007,0.03502811546712814,0.9767578259503732,1.1090255267750886,-0.09525068854265864,-0.3277674128831872,0.15212549284264773,0.022685733444554698,0.0073474537086085845
2021-09-10,G,G excess return,504,504,0.00013484759425387758,0.03456319393470797,0.9767631597632722,1.1090785436870705,-0.09537718431870475,-0.3277623772737904,0.15194246979661274,0.022986038602368187,0.007339210655645155
2021-09-13,G,G excess return,504,504,0.00013440470173485292,0.0344477494436104,0.9767673659808093,1.1091016226734038,-0.09520269999296511,-0.3279283473279503,0.15193092734581812,0.0247050751112557,0.00729050118762011
2021-09-14,G,G excess return,504,504,0.0001405105244945221,0.03604042646618155,0.9767784958507829,1.1089649485136461,-0.09533575714575028,-0.3276487532571399,0.1522076896869985,0.02356222443170942,0.0072820657830967115
2021-09-15,G,G excess return,504,504,0.0001365699671060587,0.0350122701390112,0.9768239647702603,1.1090431658893964,-0.09579473878601061,-0.32708913803508727,0.15295779854630637,0.023566965867937578,0.008041817476437224
2021-09-16,G,G excess return,504,504,0.00014123143767406349,0.03622863463839954,0.9768503249282765,1.1090328600825974,-0.09610343849275085,-0.32668450386359205,0.1531489800682513,0.02289176279968609,0.008556922470950388
2021-09-17,G,G excess return,504,504,0.0001361957702482674,0.03491468886686189,0.9768335386777433,1.1092816697884702,-0.09674711797073043,-0.3265583669780249,0.1538568340004508,0.02413261805543971,0.008909274708003416
2021-09-20,G,G excess return,504,504,0.00013682883152255497,0.03507978092985442,0.9768909233021615,1.1091975854922558,-0.09673775918913262,-0.3265611440501739,0.1541033640282157,0.02412547317200568,0.008911575349253084
2021-09-21,G,G excess return,504,504,0.00014162665899345567,0.03633182917383371,0.9769174916459843,1.1090742238470725,-0.09702704219442126,-0.3260940881596773,0.15275923213720827,0.02454333128920085,0.008944582358255496
2021-09-22,G,G excess return,504,504,0.00014381491315240122,0.03690338004881566,0.9769098830646669,1.1092754002889578,-0.09751446073842313,-0.3252891734322837,0.15100573845126838,0.02554113625427345,0.009408224360018005
2021-09-23,G,G excess return,504,504,0.00014995323161006558,0.03850832577352348,0.9768952954286185,1.1092988399602837,-0.09823062707565049,-0.3242753722394867,0.14946555373085882,0.02649426808537683,0.009908742695304373
2021-09-24,G,G excess return,504,504,0.00014483407838219767,0.03716968333024706,0.9769631967223146,1.1091865831818424,-0.0988455746351829,-0.3239461112433251,0.1485254360462338,0.026886317896127103,0.010030384500342177
2021-09-27,G,G excess return,504,504,0.0001442432798417879,0.03701530203636949,0.9769885769316635,1.1090764411208567,-0.09799786875356332,-0.32343444600795596,0.14793651481940825,0.02686603254345664,0.010325847745389197
2021-09-28,G,G excess return,504,504,0.00014848339978870727,0.03812379336098126,0.9771508098444072,1.1091609217909328,-0.0984331367513508,-0.3234092187723314,0.14711778046434154,0.027841788282362834,0.010102871590721499
2021-09-29,G,G excess return,504,504,0.00014605751522115537,0.037489451834921805,0.9771367797268858,1.1091873640428573,-0.09850477551005647,-0.3234509416235587,0.14620580391938828,0.027927875961207944,0.009949576683942342
2021-09-30,G,G excess return,504,504,0.0001515779445514005,0.03893354274225724,0.9770188198546599,1.1091417993199428,-0.09897731248577629,-0.32376974031789263,0.14155787560786567,0.028661649744427347,0.008745265888771028
2021-10-01,G,G excess return,504,504,0.0001499369385748914,0.03850406246746996,0.9769892329387705,1.109457008173447,-0.0993223862124179,-0.3238624445702399,0.14143020861785308,0.029626041072220947,0.008654493415143424
2021-10-04,G,G excess return,504,504,0.0001518099550952217,0.03899427827568025,0.977053337024111,1.1094510245888796,-0.09939319894366214,-0.3238038174131341,0.14139183297239738,0.029841749388306364,0.008684895376255417
2021-10-05,G,G excess return,504,504,0.00015657409554908788,0.04024221331422018,0.9770480262646293,1.1096289858554411,-0.09996482685371791,-0.3232592714689794,0.14114352468620536,0.029420331934111605,0.00897176016873251
2021-10-06,G,G excess return,504,504,0.00015440240931434686,0.039673169433658506,0.9770524288770219,1.1096840100150702,-0.09994693765833773,-0.32335774425496777,0.1410457643204262,0.029983110764290125,0.008967922959334773
2021-10-07,G,G excess return,504,504,0.0001518281285216049,0.03899903584994657,0.9769944340729058,1.1094934557746858,-0.10019054514453782,-0.3231628692810974,0.1410834162005222,0.029637442635591784,0.008940995167990684
2021-10-08,G,G excess return,504,504,0.00015470115558467596,0.03975143110148083,0.9769692157814096,1.1094252868761634,-0.10070726445765833,-0.32258869316024114,0.14049610220500663,0.03031953685196452,0.009145403327256139
2021-10-11,G,G excess return,504,504,0.00015622424922407923,0.04015052261771701,0.9769712796747997,1.1093988284642609,-0.10062483029105634,-0.32271275152333917,0.1404851745618047,0.03061535415388807,0.00911366937581561
2021-10-12,G,G excess return,504,504,0.00015466167057192278,0.03974108699414258,0.9769469171970594,1.1095382010500652,-0.10038008161144249,-0.32308885116554203,0.1418737511721079,0.0310292643999276,0.009125902590169955
2021-10-13,G,G excess return,504,504,0.0001523023116632683,0.03912317869756099,0.9769581347377085,1.1095604857023516,-0.10018926194937999,-0.3232524136454577,0.14210806628912817,0.03119343468152407,0.009106137945626225
2021-10-14,G,G excess return,504,504,0.00015345032577112648,0.03942379409585128,0.9769953274593699,1.1095769838697407,-0.10015101144126494,-0.3232066181384875,0.14213688607221506,0.03067949773675274,0.009089860818672645
2021-10-15,G,G excess return,504,504,0.00015502605619054045,0.039836551003241016,0.9770074383898717,1.1095047700580971,-0.09952869384075165,-0.3236223227356542,0.14266685507044224,0.031138007524335785,0.009061718456554702
2021-10-18,G,G excess return,504,504,0.0001689182441196598,0.043482631277806494,0.9770397733828752,1.1094832222080528,-0.09820894235274602,-0.32383709297897384,0.14587548546695348,0.029536159005125275,0.009886656416127746
2021-10-19,G,G excess return,504,504,0.00017038537971913518,0.043868431630355476,0.9770364231372276,1.1093461020852402,-0.09835774393667494,-0.32329085386490536,0.14576818408955716,0.02947159034089145,0.010226671332362944
2021-10-20,G,G excess return,504,504,0.0001623099690047708,0.04174666829882456,0.9770223302209247,1.1092766931106572,-0.09820607263820745,-0.323858046875148,0.1459076159804444,0.028824840415669937,0.009915352726455294
2021-10-21,G,G excess return,504,504,0.00016797030793497028,0.043233435972440004,0.9771235668815185,1.1091711379134164,-0.09802300128913162,-0.32439737870058033,0.14529431452008254,0.03136828806138554,0.009045882557706605
2021-10-22,G,G excess return,504,504,0.00016802881148171396,0.04324881378210477,0.9771305318778468,1.1091968629976507,-0.09803763796271149,-0.3244806606458362,0.1451812386389071,0.03137689077776282,0.008952858432620458
2021-10-25,G,G excess return,504,504,0.00016122701452116845,0.04146245567398621,0.9772371706091091,1.1092482356235838,-0.09777338590374074,-0.3247528030468613,0.14417519717310828,0.033888695046170494,0.00863185964703922
2021-10-26,G,G excess return,504,504,0.00015788282780509238,0.04058528837482056,0.9772630813309573,1.1091829265713344,-0.09837828204180642,-0.32419838922552496,0.14328239494627523,0.033875535921222256,0.008817955434805564
2021-10-27,G,G excess return,504,504,0.00015944093157878815,0.04099388140277571,0.9772303451554455,1.1088710375543398,-0.09836959999430649,-0.3243396638667086,0.1456466819065354,0.031335343817507876,0.008917782548316523
2021-10-28,G,G excess return,504,504,0.0001609004062514663,0.04137675514091477,0.9772467920710259,1.1086191465941873,-0.09900237813797436,-0.323612850138,0.14516414049625742,0.0313052899511563,0.00899189352612114
2021-10-29,G,G excess return,504,504,0.0001620171960606607,0.041669824794535515,0.9772530265168721,1.1087632478822311,-0.0995314881428324,-0.3237711386814192,0.1437803095772648,0.033001306842212176,0.008777620597464165
2021-11-01,G,G excess return,504,504,0.00015879998237478012,0.04082578122872471,0.9772643052369775,1.1087825454937936,-0.09940696955667422,-0.3237871924079642,0.14422893033687376,0.0325647102712308,0.008765219735662154
2021-11-02,G,G excess return,504,504,0.0001562513531479029,0.04015762595660566,0.977265941333235,1.10867293371583,-0.09943727886148694,-0.32362163309993214,0.14458077746899953,0.03228898769594337,0.009043499800553051
2021-11-03,G,G excess return,504,504,0.0001490815481285285,0.03828026178334287,0.9773268221038192,1.1086306575961007,-0.0999058899116414,-0.32334689280795104,0.1436572457189991,0.03307952755154065,0.009619285732420893
2021-11-04,G,G excess return,504,504,0.00015306838402312818,0.03932377040521007,0.9772790976889664,1.1087183943185983,-0.09895151750905061,-0.32475311007323543,0.1464995651808629,0.030903536957541115,0.009186925894483883
2021-11-05,G,G excess return,504,504,0.00015893776302342954,0.04086191433964492,0.977252926557285,1.1088113339711936,-0.09905582903823201,-0.32450620359073995,0.14577517876543666,0.03399286698971386,0.009632493211741325
2021-11-08,G,G excess return,504,504,0.00015875034149723667,0.04081276316577398,0.9772576722819508,1.1087779596577991,-0.09916112838511233,-0.32426141153918353,0.14514798388906341,0.03442132329680701,0.009915647237274002
2021-11-09,G,G excess return,504,504,0.00015919175322134528,0.040928526794082654,0.9772646262177509,1.108832663076271,-0.09915599336463642,-0.32437058827784654,0.14487649326414367,0.03457196309440645,0.009849051043738821
2021-11-10,G,G excess return,504,504,0.0001499279520811467,0.038501711030096475,0.9772428072804767,1.1093546924945477,-0.09933088898265957,-0.3251400875388306,0.14169837699285032,0.036869806993322325,0.009182497306703346
2021-11-11,G,G excess return,504,504,0.00015416494492668462,0.03961096578299572,0.9772012449744732,1.109260755028977,-0.09879462723208482,-0.3248607264917909,0.1424855099810718,0.036669920645142406,0.009719835935219369
2021-11-12,G,G excess return,504,504,0.00015627084361138932,0.04016273400582082,0.9772269541158133,1.109248998377757,-0.09894831459884744,-0.32477115372877824,0.1421164252174307,0.036958634184619435,0.009821067435352842
2021-11-15,G,G excess return,504,504,0.00016081106842811334,0.041353314523518314,0.9772392125310266,1.1091977918641756,-0.09907073069303127,-0.3244857673260467,0.1425237997491586,0.03644459134075378,0.010044719563585434
2021-11-16,G,G excess return,504,504,0.00016817410404054904,0.04328700528616447,0.9772520425481421,1.1093884749196745,-0.09910052003834413,-0.3249065551776136,0.14284298820278282,0.03584457254112902,0.009755309570956282
2021-11-17,G,G excess return,504,504,0.00017004309191294707,0.043778410370071574,0.9772603319415926,1.109375853909392,-0.09918581500475258,-0.3247672981131129,0.14281667640546886,0.03557364610655431,0.009866455380222756
2021-11-18,G,G excess return,504,504,0.0001775900862377876,0.04576505581721757,0.9771501224396222,1.1091863315426134,-0.09911392791078065,-0.32397013661277557,0.14747186897282835,0.03289636389925691,0.011226486545092819
2021-11-19,G,G excess return,504,504,0.00018452513419573447,0.0475939348885519,0.9771451042823035,1.109052128690931,-0.09869398206780894,-0.32450402483274077,0.14888620695933621,0.03116107168945639,0.011085162743183307
2021-11-22,G,G excess return,504,504,0.00019079933409530108,0.04925128280459834,0.9772026282874747,1.1089722552192118,-0.09910028721301177,-0.3241497562355905,0.14884456732212983,0.03123975432621254,0.011084443521510204
2021-11-23,G,G excess return,504,504,0.00019675382574472691,0.0508265941695385,0.9772330325797816,1.1090194925420862,-0.09926561145664368,-0.3241342251304464,0.148604924165381,0.03206291055279041,0.010951725922210132
2021-11-24,G,G excess return,504,504,0.00019528091383430083,0.05043670365629649,0.9772296988133109,1.1089423607932418,-0.09992604018123434,-0.32356544407247284,0.1480940291913572,0.03171886510595549,0.01108320760537302
2021-11-26,G,G excess return,504,504,0.00019852207490472006,0.05129485300095227,0.977359181064429,1.109200040256798,-0.09910556172634973,-0.324164466488323,0.14912031292021916,0.032394451631811184,0.011406107059296048
2021-11-29,G,G excess return,504,504,0.0002052667919362911,0.05308286404197271,0.977294081939988,1.1095278911634956,-0.10048460406408168,-0.32338334028702925,0.15018794634908172,0.03080386158578109,0.012110620580273092
2021-11-30,G,G excess return,504,504,0.0002156883829846357,0.05585156467420971,0.9771216977256685,1.109034085157937,-0.09888365922467558,-0.32649293128849416,0.15032296374184995,0.035428398260294924,0.010896324476358701
2021-12-01,G,G excess return,504,504,0.00021866855109060966,0.05664463721804447,0.9771581149784583,1.108953068746164,-0.0991268215367743,-0.32626979631722586,0.14973570323012542,0.03547498781931625,0.010841901558938808
2021-12-02,G,G excess return,504,504,0.00021811028632763387,0.05649602848431279,0.9771550806450132,1.1087457345952476,-0.09879816279631265,-0.32677328910335685,0.15051109147319414,0.03500251604782983,0.010767051799755217
2021-12-03,G,G excess return,504,504,0.00021355637811680173,0.055284566362321375,0.9771080771787002,1.1090465075821716,-0.09843346822011653,-0.32638537916801263,0.14753486647175096,0.03231729438562776,0.01061969133298792
2021-12-06,G,G excess return,504,504,0.00020857056701101276,0.05395979310982213,0.9771098962729468,1.1088691728073703,-0.09862929514255352,-0.3260970235088043,0.14761058916211128,0.030898574397618457,0.010694798735815391
2021-12-07,G,G excess return,504,504,0.00021293393532107464,0.05511908735096971,0.9771802096961513,1.1094387762983215,-0.0991309429831488,-0.3267263368629306,0.14507870100266826,0.031822996253894585,0.010121612480167757
2021-12-08,G,G excess return,504,504,0.0002117550528966974,0.054805747372886016,0.97717691918812,1.1093965144825675,-0.0991506851471582,-0.3265301841965502,0.14543536075273705,0.03143292471247287,0.010281053660056504
2021-12-09,G,G excess return,504,504,0.0002127492391108404,0.0550699900662881,0.9772009557894132,1.1093514787479872,-0.09931857536008551,-0.32634016860151993,0.14568261446182348,0.03160317780332943,0.010421460758080576
2021-12-10,G,G excess return,504,504,0.00021653298250311337,0.05607626649974362,0.9771430835601872,1.1096002340332627,-0.09968910710129635,-0.3263381166088832,0.1479672277623459,0.03331269335771309,0.011081010679811749
2021-12-13,G,G excess return,504,504,0.00020369781839418464,0.05266666212639559,0.9769517283818161,1.1097766538775355,-0.10047656813657999,-0.32355381794905763,0.1467678772804894,0.03327263476804918,0.013224283502347974
2021-12-14,G,G excess return,504,504,0.00019572667724772997,0.0505546852720149,0.9770187082571555,1.109922733167166,-0.09973661294759677,-0.32448560848354363,0.14732373231822574,0.03415072058987714,0.012851257029879458
2021-12-15,G,G excess return,504,504,0.00019343566930574987,0.04994845730733877,0.977073278047773,1.1097223990069207,-0.10000674781885505,-0.32382667429024936,0.14711931825041114,0.033750041467853154,0.013088194497053491
2021-12-16,G,G excess return,504,504,0.00018068682723588965,0.046581320857001174,0.9770194039957042,1.1104169623652353,-0.0967415574736485,-0.3280873647106795,0.14892015406337694,0.03473832950983934,0.011955640336678851
2021-12-17,G,G excess return,504,504,0.0001764288242678153,0.045459124124249906,0.9770212631171128,1.110394909936398,-0.09755584564073991,-0.3267394967038091,0.1496621337625227,0.0337204811973933,0.01281626073910558
2021-12-20,G,G excess return,504,504,0.00017746294529875253,0.045731556494024383,0.9770367479935522,1.1103218335836835,-0.09752771903886967,-0.3268302117979189,0.14968896692206704,0.03388452642174843,0.012770859086510506
2021-12-21,G,G excess return,504,504,0.00018847688832697028,0.048637497871060864,0.9770486628673009,1.1108306320472745,-0.09807351707155992,-0.32609906072044476,0.14717405805339948,0.03383173176817223,0.012869401475786548
2021-12-22,G,G excess return,504,504,0.00018835251200428392,0.04860463730717246,0.9770656198334051,1.1108267866466097,-0.09808302055725876,-0.3260855405599397,0.14716274286023615,0.03381278404563895,0.01287055446448134
2021-12-23,G,G excess return,504,504,0.0001827130481202504,0.047115752623898555,0.9770442004721797,1.1107527200670901,-0.09825267792139744,-0.32598741020373945,0.14748976600130073,0.03427409281469003,0.012975150839424668
2021-12-27,G,G excess return,504,504,0.0001861458884603039,0.04802181182977239,0.9770140976360834,1.1109439831424262,-0.09759592105071944,-0.3258540554971712,0.14988841750385276,0.0350527381600595,0.014124536490084726
2021-12-28,G,G excess return,504,504,0.00018502838496060593,0.04772677378329382,0.9770114681261144,1.1109989537074354,-0.09758052422564477,-0.32601877880676006,0.14943710714600184,0.035349624221004954,0.014056692769614047
2021-12-29,G,G excess return,504,504,0.00017986916408259032,0.046365732686973304,0.9770055530863251,1.1111104433844101,-0.09778527783428309,-0.3261647856473636,0.14882036980842772,0.03532100063715648,0.013784871048748941
2021-12-30,G,G excess return,504,504,0.00017510842983509722,0.045111377666262165,0.9769693931273628,1.1111466543134398,-0.09747016935549968,-0.32612699760568375,0.15028774844275006,0.03585737707224937,0.014346469759322616
2021-12-31,G,G excess return,504,504,0.00016496800861422992,0.04244457679098823,0.9770458468952552,1.1109417754332251,-0.09638805788335532,-0.3269546116391559,0.14992748742677095,0.03684915488583366,0.013789106231127632
2022-01-03,G,G excess return,504,504,0.0001787190399373167,0.046062561455691986,0.9769079550901605,1.1112849961524371,-0.09771430311927146,-0.32661386549328375,0.14424999955589093,0.04088294445949865,0.012800487313818165
2022-01-04,G,G excess return,504,504,0.00018524636628448136,0.04778431769727298,0.9769196366979842,1.111208346106385,-0.09859049956399481,-0.32529649827475604,0.14347626522252127,0.04175612704801834,0.01336127632580416
2022-01-05,G,G excess return,504,504,0.00017861225712858026,0.04603441808498143,0.9770483670651072,1.1116330044617084,-0.09774596924083045,-0.3264275671621917,0.14313253658003683,0.04123401648666219,0.012862557540906792
2022-01-06,G,G excess return,504,504,0.00018553651312340952,0.04786091714620788,0.9769737234954274,1.11127735124183,-0.098796729054626,-0.3236212800892056,0.14117683829382732,0.03922231008180768,0.013925599062514255
2022-01-07,G,G excess return,504,504,0.00018641517989352436,0.04809292126680642,0.9769797023864679,1.1112424071027707,-0.09915146815702061,-0.3232824451905032,0.14072085188919475,0.03943793985418747,0.013962127984002815
2022-01-10,G,G excess return,504,504,0.0001886551446314615,0.048684595461674585,0.9769759022134256,1.1112124207284837,-0.0992326118676003,-0.32322190828446135,0.1407042940477243,0.039147077785672287,0.013955295505854325
2022-01-11,G,G excess return,504,504,0.00018689004575667514,0.048218326657315735,0.9770013503079509,1.1112254733277918,-0.09969493939696261,-0.32309998044236216,0.13911979982070521,0.03944680167168009,0.01359325697237717
2022-01-12,G,G excess return,504,504,0.0001978133261105053,0.05110714076529277,0.977049775318616,1.1112060840865945,-0.09971970210641991,-0.3231473992681895,0.13907416270734307,0.03967167078988325,0.013520985801314504
2022-01-13,G,G excess return,504,504,0.00019824935615685073,0.05122261944355455,0.9771589190990282,1.111655742140661,-0.09977512703624507,-0.3243991208735979,0.13817297556127872,0.039301798429304244,0.012677006231950115
2022-01-14,G,G excess return,504,504,0.00021141292209336126,0.054714828381845715,0.9768685311389931,1.1118091742914058,-0.10187463961964187,-0.32340934980915564,0.13208642858595965,0.04405114517597821,0.012241401933568385
2022-01-18,G,G excess return,504,504,0.00021069115266474838,0.05452304854731205,0.976956774658564,1.1117382062680583,-0.10187404045494754,-0.3233952068428973,0.13203361635141067,0.044302257737544086,0.012212680714543175
2022-01-19,G,G excess return,504,504,0.0002033150828474317,0.05256515865452216,0.9769015540086943,1.111915840297712,-0.10202347960386411,-0.3225350656337023,0.13155350938427204,0.04351412709610493,0.012618150199068926
2022-01-20,G,G excess return,504,504,0.0001980499716106832,0.05116981265258369,0.9769211401067381,1.1120019848661475,-0.10140913862418276,-0.32279457062888095,0.132452765492134,0.04328669224764756,0.012701126186084486
2022-01-21,G,G excess return,504,504,0.00019326605303803383,0.04990358868026301,0.9770147068333307,1.1121903862221738,-0.10182944693485914,-0.32272390350812713,0.13141610609275056,0.04342200292679069,0.012445323846379761
2022-01-24,G,G excess return,504,504,0.00019187790400804696,0.049536453091198585,0.9770179231495094,1.1122750790687232,-0.10105998927560267,-0.3229972351543802,0.13182259601825774,0.042903919556632135,0.012386356629537468
2022-01-25,G,G excess return,504,504,0.00020482615932716503,0.05296596079533922,0.9771177986410639,1.1116278035549787,-0.10179818417869708,-0.32196031958299565,0.12861118222378198,0.045326124049168186,0.012699135122631003
