portfolio,dependent_return,start_date,end_date,n_obs,nw_lag,r2,adj_r2,rmse_daily,alpha_daily,alpha_annualized,alpha_t,alpha_t_nw,beta_mkt_rf,t_mkt_rf,t_nw_mkt_rf,beta_smb,t_smb,t_nw_smb,beta_hml,t_hml,t_nw_hml,beta_rmw,t_rmw,t_nw_rmw,beta_cma,t_cma,t_nw_cma,beta_mom,t_mom,t_nw_mom
G,G excess return,2016-12-21,2026-03-31,2330,8,0.9650768757416406,0.9649866739570732,0.0027131218126793424,8.793639520756915e-05,0.022406331409781766,1.5619410742764508,1.514138624656249,1.1475028776384661,228.33696588065692,84.03189472761811,-0.11753671275325205,-12.313568637884087,-8.995919495804474,-0.29757664391805594,-35.143265302350464,-17.53293340614942,0.06658693583719831,5.665690972097377,3.9414225634787274,-0.07122152074329974,-5.061072296042165,-2.2500344530942957,0.04055717354053209,7.369783785934614,4.400498731370368
D,D excess return,2016-12-21,2026-03-31,2330,8,0.9498737994374529,0.9497443301290692,0.002430536988624435,1.1308247448926882e-05,0.002853726391825795,0.22421173980427797,0.2420760871652743,0.8743489456712927,194.2112088863318,78.17278469136231,0.019392190745546555,2.2677977908793996,1.1828462007717038,0.2540821118422727,33.49534214812311,19.865903635163924,0.08755223439221084,8.315687204387693,6.335932108132421,0.22692230795541124,18.000126150992394,8.554741783723296,-0.07597885434205176,-15.411569342290372,-11.224602954812806
G-D,G-D zero-cost return,2016-12-21,2026-03-31,2330,8,0.7576347026844767,0.7570087053603729,0.004539834333619385,7.662814775864204e-05,0.019497188614978178,0.8134176713265713,0.8145792822979006,0.27315393196717364,32.483228490534785,11.244947298775436,-0.13692890349879894,-8.573039282204753,-5.2000258174855585,-0.5516587557603283,-38.93525946293872,-20.010184957194554,-0.02096529855501219,-1.0660907910132298,-0.7592014061855751,-0.29814382869871103,-12.661536485188247,-5.439595974881063,0.11653602788258426,12.655420057527122,8.800354946355096
