method,config_id,cost_bps,n_days,start_date,end_date,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,annual_turnover,avg_g_weight,selection_score
smooth_core_only,core_a0.67_tilt0.20_tau1.0_eta0.05,0,2360,2016-12-21,2026-05-15,3.5312681550316674,0.1750894412801447,0.18720402833922137,0.9560227653177734,1.1346486965478375,-0.3283735034967209,0.5332020988773022,1.7114433226819343,0.46713268292480187,
smooth_core_only,core_a0.67_tilt0.20_tau1.0_eta0.05,5,2360,2016-12-21,2026-05-15,3.4951129383336355,0.17408467894841007,0.1872049562744007,0.9514469848173813,1.128307774876211,-0.3284460036972615,0.5300252613481914,1.7114433226819343,0.46713268292480187,
smooth_core_only,core_a0.67_tilt0.20_tau1.0_eta0.05,10,2360,2016-12-21,2026-05-15,3.459246022087502,0.17308077057634463,0.18720589221822864,0.9468712091720537,1.1217839725206746,-0.32851849642539555,0.5268524374110856,1.7114433226819343,0.46713268292480187,0.6136363636363636
smooth_core_only,core_a0.67_tilt0.20_tau1.0_eta0.05,20,2360,2016-12-21,2026-05-15,3.388367919517786,0.1710755128261685,0.1872077881313486,0.9377196747977021,1.1091211376614347,-0.3286634594673802,0.5205188100417586,1.7114433226819343,0.46713268292480187,
smooth_core_only,core_a0.67_tilt0.20_tau1.0_eta0.15,0,2360,2016-12-21,2026-05-15,3.5529644138699306,0.17568895296726805,0.18788086270659296,0.9559596886582459,1.1359690948171406,-0.3248889824671467,0.5407661153453672,3.5003711140905804,0.46773185678410406,
smooth_core_only,core_a0.67_tilt0.20_tau1.0_eta0.15,5,2360,2016-12-21,2026-05-15,3.4790002719345345,0.17363457685515638,0.18787952191016338,0.946651043458775,1.1232637073696137,-0.32496194693714975,0.5343227983821093,3.5003711140905804,0.46773185678410406,
smooth_core_only,core_a0.67_tilt0.20_tau1.0_eta0.15,10,2360,2016-12-21,2026-05-15,3.406236852150302,0.1715837665176545,0.18787822565899515,0.9373420431561073,1.1102052859336762,-0.32503490397392065,0.5278933567436856,3.5003711140905804,0.46773185678410406,0.48636363636363644
smooth_core_only,core_a0.67_tilt0.20_tau1.0_eta0.15,20,2360,2016-12-21,2026-05-15,3.2642345803404806,0.16749281858642417,0.187875766796099,0.9187230036803238,1.0843186671038998,-0.3251807957506144,0.5150759847296662,3.5003711140905804,0.46773185678410406,
smooth_core_only,core_a0.67_tilt0.20_tau1.5_eta0.05,0,2360,2016-12-21,2026-05-15,3.513065025933124,0.17458447054620407,0.1874799138630878,0.9526036058754257,1.1306686125472085,-0.32930041231915586,0.5301677860548741,1.3344469807493018,0.4754290280305095,
smooth_core_only,core_a0.67_tilt0.20_tau1.5_eta0.05,5,2360,2016-12-21,2026-05-15,3.48496098996503,0.1738012558749784,0.18748077540088734,0.9490403381592524,1.1257600253996225,-0.32936908936471276,0.5276793162655499,1.3344469807493018,0.4754290280305095,
smooth_core_only,core_a0.67_tilt0.20_tau1.5_eta0.05,10,2360,2016-12-21,2026-05-15,3.4570318510159597,0.1730185602442178,0.1874816421099935,0.9454770771126805,1.120668246522541,-0.32943775970198086,0.5251934702346674,1.3344469807493018,0.4754290280305095,0.6181818181818182
smooth_core_only,core_a0.67_tilt0.20_tau1.5_eta0.05,20,2360,2016-12-21,2026-05-15,3.4016939200995937,0.1714547247369025,0.18748339104183828,0.9383505762088229,1.110495232509559,-0.3295750802541475,0.5202296381288519,1.3344469807493018,0.4754290280305095,
smooth_core_only,core_a0.67_tilt0.20_tau1.5_eta0.15,0,2360,2016-12-21,2026-05-15,3.5344990030550276,0.17517887843426805,0.18801406694965508,0.9531141842465876,1.1335194257857586,-0.3257726207891022,0.5377335824291842,2.75166206887734,0.47598254674769397,
smooth_core_only,core_a0.67_tilt0.20_tau1.5_eta0.15,5,2360,2016-12-21,2026-05-15,3.476489026859401,0.17356429580928,0.18801300557592068,0.9458018208286088,1.123259393974338,-0.3258545008259034,0.5326435429597195,2.75166206887734,0.47598254674769397,
smooth_core_only,core_a0.67_tilt0.20_tau1.5_eta0.15,10,2360,2016-12-21,2026-05-15,3.4192206606903657,0.17195191693097356,0.188011970335075,0.9384892444042905,1.1130104936225367,-0.32593637147658294,0.5275628373476187,2.75166206887734,0.47598254674769397,0.5113636363636365
smooth_core_only,core_a0.67_tilt0.20_tau1.5_eta0.15,20,2360,2016-12-21,2026-05-15,3.3068709821131135,0.16873375846581218,0.1880099782537657,0.9238634647114541,1.0923631266537217,-0.32610008462363105,0.5174293611746729,2.75166206887734,0.47598254674769397,
smooth_tnx_only,tnx_tilt0.10_tau1.0_eta0.05,0,2360,2016-12-21,2026-05-15,3.4732567951988136,0.17347378499515664,0.1883798833229964,0.9439368800458101,1.1181199013762544,-0.3315096630838096,0.5232842487348563,0.9855389550048065,0.4953933194950754,
smooth_tnx_only,tnx_tilt0.10_tau1.0_eta0.05,5,2360,2016-12-21,2026-05-15,3.452671687845622,0.1728959744213283,0.18838002779730767,0.9413203295659293,1.114399213677818,-0.33153493919068866,0.5215015190959523,0.9855389550048065,0.4953933194950754,
smooth_tnx_only,tnx_tilt0.10_tau1.0_eta0.05,10,2360,2016-12-21,2026-05-15,3.4321812507705394,0.17231844670216878,0.1883801746612175,0.93870377119203,1.1106803043401305,-0.331560214385886,0.519719915796701,0.9855389550048065,0.4953933194950754,0.4545454545454545
smooth_tnx_only,tnx_tilt0.10_tau1.0_eta0.05,20,2360,2016-12-21,2026-05-15,3.391482648988581,0.17116423927730073,0.18838047555781062,0.9334706311606525,1.1032478181062286,-0.3316107620413672,0.5161600854677588,0.9855389550048065,0.4953933194950754,
smooth_tnx_only,tnx_tilt0.10_tau1.0_eta0.15,0,2360,2016-12-21,2026-05-15,3.479623396749493,0.17365201050862145,0.1885193399671551,0.9441811056304679,1.1185868502675105,-0.33042676548452954,0.5255385720765764,2.0242202140768017,0.4957551620599239,
smooth_tnx_only,tnx_tilt0.10_tau1.0_eta0.15,5,2360,2016-12-21,2026-05-15,3.437398160125725,0.17246571244189024,0.18851812862668074,0.9388184044960215,1.1113309753023277,-0.330445302963139,0.5219190918901598,2.0242202140768017,0.4957551620599239,
smooth_tnx_only,tnx_tilt0.10_tau1.0_eta0.15,10,2360,2016-12-21,2026-05-15,3.395570661732835,0.17128060549603052,0.1885169318423121,0.9334555623684371,1.1037260965379068,-0.33046383995694184,0.5183036229269372,2.0242202140768017,0.4957551620599239,0.27045454545454545
smooth_tnx_only,tnx_tilt0.10_tau1.0_eta0.15,20,2360,2016-12-21,2026-05-15,3.313093939498623,0.16891396021606697,0.18851458194299786,0.9227294600868516,1.0888837928526516,-0.33050091249017766,0.5110847015319119,2.0242202140768017,0.4957551620599239,
smooth_tnx_only,tnx_tilt0.10_tau1.5_eta0.05,0,2360,2016-12-21,2026-05-15,3.4644074975708277,0.17322568262294968,0.1884041731655193,0.9427186808704537,1.1167921876858253,-0.3319928094283451,0.521775405079481,0.7795165828795145,0.49622141277502724,
smooth_tnx_only,tnx_tilt0.10_tau1.5_eta0.05,5,2360,2016-12-21,2026-05-15,3.4481487789951233,0.17276869965848096,0.18840441171873618,0.940648754925217,1.1138431013244723,-0.33201874305693757,0.5203582727522494,0.7795165828795145,0.49622141277502724,
smooth_tnx_only,tnx_tilt0.10_tau1.5_eta0.05,10,2360,2016-12-21,2026-05-15,3.431949234549009,0.1723118936273289,0.18840465190371133,0.9385788260927967,1.110895156794674,-0.3320446757260439,0.5189418961486261,0.7795165828795145,0.49622141277502724,0.4545454545454545
smooth_tnx_only,tnx_tilt0.10_tau1.5_eta0.05,20,2360,2016-12-21,2026-05-15,3.399726807912561,0.17139881209262908,0.18840513716891147,0.9344389599817038,1.1050026918912106,-0.33209653818593365,0.5161114085346671,0.7795165828795145,0.49622141277502724,
smooth_tnx_only,tnx_tilt0.10_tau1.5_eta0.15,0,2360,2016-12-21,2026-05-15,3.4712143541516776,0.17341656125945448,0.18852768901237554,0.9430852835985183,1.1174573341419156,-0.330775466724321,0.5242727430084332,1.6117976628553705,0.4965399763285524,
smooth_tnx_only,tnx_tilt0.10_tau1.5_eta0.15,5,2360,2016-12-21,2026-05-15,3.4376219030097337,0.17247202491792013,0.18852681382200098,0.9388149443510454,1.1115633339935904,-0.33080317425507055,0.5213735488067992,1.6117976628553705,0.4965399763285524,
smooth_tnx_only,tnx_tilt0.10_tau1.5_eta0.15,10,2360,2016-12-21,2026-05-15,3.404281658855382,0.17152824391365584,0.18852594747603343,0.9345445216126117,1.105495237517291,-0.3308308807012512,0.5184771250799597,1.6117976628553705,0.4965399763285524,0.32727272727272727
smooth_tnx_only,tnx_tilt0.10_tau1.5_eta0.15,20,2360,2016-12-21,2026-05-15,3.338350236815244,0.16964294551706738,0.18852424131780582,0.9260034280599991,1.0933729336662654,-0.33088629034006567,0.5126925788998941,1.6117976628553705,0.4965399763285524,
smooth_tnx_only,tnx_tilt0.20_tau1.0_eta0.05,0,2360,2016-12-21,2026-05-15,3.5562709849910386,0.17578009606112777,0.18805997604558106,0.9556580686888989,1.1364282198771258,-0.32713505650373975,0.5373318834727768,1.9710779100096139,0.4907866389901514,
smooth_tnx_only,tnx_tilt0.20_tau1.0_eta0.05,5,2360,2016-12-21,2026-05-15,3.5144330547459095,0.1746224840287447,0.18806032270078682,0.9504157601323097,1.1289505113010019,-0.32718592845160055,0.5337102510952759,1.9710779100096139,0.4907866389901514,
smooth_tnx_only,tnx_tilt0.20_tau1.0_eta0.05,10,2360,2016-12-21,2026-05-15,3.4729790644301772,0.17346600509294308,0.188060678930431,0.9451734227820464,1.1216651413403278,-0.32723679673048744,0.5300932133124682,1.9710779100096139,0.4907866389901514,0.6454545454545454
smooth_tnx_only,tnx_tilt0.20_tau1.0_eta0.05,20,2360,2016-12-21,2026-05-15,3.3912088511245138,0.17115644210163494,0.1880614201128153,0.934688664904977,1.1069252359571422,-0.32733852228234817,0.5228728990045441,1.9710779100096139,0.4907866389901514,
smooth_tnx_only,tnx_tilt0.20_tau1.0_eta0.15,0,2360,2016-12-21,2026-05-15,3.5681621488703605,0.17610737932060827,0.18847325677688137,0.9554479803455722,1.1356799906283384,-0.32496194974977577,0.5419323076323639,4.0484404281536035,0.4915103241198479,
smooth_tnx_only,tnx_tilt0.20_tau1.0_eta0.15,5,2360,2016-12-21,2026-05-15,3.482447448907326,0.1737309940948213,0.1884710216486338,0.9447190913756988,1.1206012780044277,-0.32499931735667664,0.534558027714738,4.0484404281536035,0.4915103241198479,
smooth_tnx_only,tnx_tilt0.20_tau1.0_eta0.15,10,2360,2016-12-21,2026-05-15,3.3983399367706184,0.17135937863440276,0.188468844764307,0.9339896592914599,1.1058986130226593,-0.3250366830095719,0.5272001210686624,4.0484404281536035,0.4915103241198479,0.41818181818181815
smooth_tnx_only,tnx_tilt0.20_tau1.0_eta0.15,20,2360,2016-12-21,2026-05-15,3.2348265819179565,0.16663041898844844,0.18846466573543466,0.9125292054572187,1.0768921109023741,-0.3251114084537301,0.5125332875304599,4.0484404281536035,0.4915103241198479,
smooth_tnx_only,tnx_tilt0.20_tau1.5_eta0.05,0,2360,2016-12-21,2026-05-15,3.5387762753288605,0.17529719545177525,0.1880441202780472,0.953541444315509,1.1326164059908583,-0.3281045540862906,0.5342723630884824,1.5590331657590297,0.49244282555005486,
smooth_tnx_only,tnx_tilt0.20_tau1.5_eta0.05,5,2360,2016-12-21,2026-05-15,3.505777348262294,0.17438179387163344,0.18804462564505967,0.949393500876047,1.126880422129519,-0.3281567118704831,0.5313979192370091,1.5590331657590297,0.49244282555005486,
smooth_tnx_only,tnx_tilt0.20_tau1.5_eta0.05,10,2360,2016-12-21,2026-05-15,3.4730181857319247,0.1734671010001576,0.18804513755143648,0.9452455468602016,1.1209641018216436,-0.3282088657960779,0.5285265545140266,1.5590331657590297,0.49244282555005486,0.6840909090909092
smooth_tnx_only,tnx_tilt0.20_tau1.5_eta0.05,20,2360,2016-12-21,2026-05-15,3.4082122029887305,0.17163983920205483,0.18804618098206854,0.9369496088317328,1.1095067402933372,-0.32831316207255956,0.5227930495339727,1.5590331657590297,0.49244282555005486,
smooth_tnx_only,tnx_tilt0.20_tau1.5_eta0.15,0,2360,2016-12-21,2026-05-15,3.5518992002502676,0.17565957858019,0.18838139089303033,0.9538042590928827,1.1335049045160461,-0.32566120195375303,0.5393936321746282,3.223595325710741,0.49307995265710497,
smooth_tnx_only,tnx_tilt0.20_tau1.5_eta0.15,5,2360,2016-12-21,2026-05-15,3.4837583084123374,0.17376764134018896,0.1883797592626304,0.9452564118446771,1.1215080328116855,-0.3257170224335195,0.5334926619490874,3.223595325710741,0.49307995265710497,
smooth_tnx_only,tnx_tilt0.20_tau1.5_eta0.15,10,2360,2016-12-21,2026-05-15,3.416636769228142,0.17187872885240396,0.18837816303974703,0.9367082404592266,1.1093487049466022,-0.32577283854466854,0.5276030058866823,3.223595325710741,0.49307995265710497,0.48636363636363644
smooth_tnx_only,tnx_tilt0.20_tau1.5_eta0.15,20,2360,2016-12-21,2026-05-15,3.2853910224280334,0.1681099589240771,0.18837507682011034,0.9196109445073803,1.0854308298523812,-0.3258844576624038,0.5158575531031573,3.223595325710741,0.49307995265710497,
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.0_eta0.05,0,2105,2017-06-28,2026-05-15,2.850396354373041,0.17515123839579094,0.19503581196730196,0.9255919400882678,1.1022688002204022,-0.3319245289528959,0.5276839254644149,0.9604839264150872,0.4946360613809484,
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.0_eta0.05,5,2105,2017-06-28,2026-05-15,2.8349857729072054,0.1745871825661891,0.19503647034894017,0.923126496804327,1.0987175978072203,-0.33196365588617904,0.5259225805913227,0.9604839264150872,0.4946360613809484,
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.0_eta0.05,10,2105,2017-06-28,2026-05-15,2.819636825014594,0.1740233958284194,0.19503713123324976,0.9206610583517384,1.0953469149299384,-0.33200278063402766,0.5241624648326315,0.9604839264150872,0.4946360613809484,0.48636363636363644
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.0_eta0.05,20,2105,2017-06-28,2026-05-15,2.789122845651462,0.17289662911807357,0.19503846050978127,0.9157301963205278,1.0882520093635422,-0.33208102357388325,0.5206459172443696,0.9604839264150872,0.4946360613809484,
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.0_eta0.15,0,2105,2017-06-28,2026-05-15,2.8712211711080258,0.17591031635364573,0.19551885814726838,0.9270833480937093,1.1073837521749361,-0.3301031764599457,0.5328949519363091,1.9149944141656907,0.4945261789100883,
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.0_eta0.15,5,2105,2017-06-28,2026-05-15,2.840405547743719,0.17478578345891904,0.1955180409259621,0.9221899910905037,1.1007090709487846,-0.3301404930431001,0.5294284922392135,1.9149944141656907,0.4945261789100883,
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.0_eta0.15,10,2105,2017-06-28,2026-05-15,2.809835017879048,0.17366231842414548,0.19551723801484291,0.9172965260426169,1.0936688490849993,-0.3301778076857791,0.5259660533860441,1.9149944141656907,0.4945261789100883,0.43863636363636366
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.0_eta0.15,20,2105,2017-06-28,2026-05-15,2.7494214631646,0.17141858790772302,0.1955156751238678,0.9075092761022154,1.0797880133783655,-0.3302524311500874,0.5190532203223045,1.9149944141656907,0.4945261789100883,
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.5_eta0.05,0,2105,2017-06-28,2026-05-15,2.826499002600042,0.17427569853556912,0.19513440049481126,0.9214047809769942,1.0963821910398248,-0.33218156049080627,0.5246398935512031,0.7737636962477585,0.4971412287218529,
traditional_smooth_score,trad_a0.50_ls0.10_lc0.05_tilt0.10_tau1.5_eta0.05,5,2105,2017-06-28,2026-05-15,2.814155999692627,0.17382159472975256,0.19513497940456398,0.919419410340115,1.0935199025276023,-0.3322203740020019,0.5232117243017286,0.7737636962477585,0.4971412287218529,
