date,Traditional Smooth Score,Smooth TNX-only,Smooth Core-only,50/50 G-D Buy & Hold,100% G Buy & Hold,100% D Buy & Hold,SPY Buy & Hold
2017-06-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-29,0.9883906037091857,0.9878518021050544,0.9887510078880486,0.9882853859471785,0.9844522898504267,0.9921184820439297,0.9916605044776095
2017-06-30,0.9898456988046699,0.9892147678628123,0.9902687095339352,0.9897246786733571,0.9852408198252207,0.9942135617131844,0.9933037548268023
2017-07-03,0.989477231996519,0.9880330073201706,0.9903061420801017,0.9890341860471775,0.9790716166184106,0.9990517001237748,0.9954810615373615
2017-07-05,0.9924545215314463,0.9915260945348693,0.9930610600481274,0.9923008417143091,0.9858601263698796,0.9987241405971656,0.9972064744073145
2017-07-06,0.9826444508435833,0.9818287998123334,0.9832069283432582,0.982570280318125,0.9769280283996693,0.9881856919158403,0.9883329225188434
2017-07-07,0.9900329148807129,0.9895930862827944,0.9904582498880853,0.990255466491397,0.9873250216434458,0.9931271029407847,0.9944951113306746
2017-07-10,0.9912872830624289,0.9913292854273774,0.9915379911673121,0.9919322769729412,0.9926166183016203,0.9911677559724572,0.995604305313787
2017-07-11,0.9915200685401585,0.9917429220500916,0.9917048199508862,0.9923503968553353,0.9944857806974589,0.9901369171217997,0.9949059239156156
2017-07-12,0.999929558824485,1.0004826016278732,0.9999747212042606,1.0011221361985787,1.0061006185995987,0.9960772178518874,1.0021362254548938
2017-07-13,1.0023054316777176,1.0028230493928822,1.0023621278216914,1.0034694418440668,1.0081937126072336,0.9986759304570403,1.0039848820965573
2017-07-14,1.007990365103398,1.008656723833894,1.0079707753277172,1.0093515188933442,1.0155404016155467,1.0031065548147795,1.0085859830752408
2017-07-17,1.008711080276575,1.0093290115036617,1.0087167825117487,1.0100199266023755,1.0157649598266343,1.0042132903997483,1.0086270643309059
2017-07-18,1.008479730824663,1.0094934736243675,1.0082749666303623,1.010379946867559,1.0202740059580644,1.0004714238683068,1.0091200394366069
2017-07-19,1.0141749877037989,1.0152075266239504,1.0139668971749265,1.0161121697510722,1.0261907836058404,1.0060215024911114,1.0145427655898869
2017-07-20,1.014802049045508,1.0158476564555827,1.0145838496509478,1.0167665622746187,1.0270226170798678,1.0065018062439341,1.0148714156587824
2017-07-21,1.0134200797626607,1.0145153776511162,1.0131643137137796,1.015479659556015,1.02638491341835,1.004578946416365,1.014008709223806
2017-07-24,1.0131784886429744,1.014470214197275,1.0127780631220418,1.015600105781611,1.029007508290921,1.0022503762238888,1.0138443841917155
2017-07-25,1.0156653303072294,1.0167118837903324,1.015460744712533,1.0176188475288512,1.0277534873380312,1.0074562011540358,1.01622709719946
2017-07-26,1.0160862894574434,1.0172572687308163,1.0157654046165736,1.0183237702848507,1.0303549886542747,1.0063018431679878,1.0164325034919302
2017-07-27,1.015260413367535,1.0161752529220434,1.0152025208127715,1.0168956799095208,1.024822348124075,1.0088828650334616,1.0155287158012887
2017-07-28,1.013294230625884,1.014251502734936,1.0131849819111383,1.0150466496732735,1.0237471972895,1.0062723726744203,1.0142551967766569
2017-07-31,1.0129345744573126,1.0138481835499975,1.0131924366652605,1.0143361463185039,1.0197045320134397,1.0088373085584956,1.0138443841917157
2017-08-01,1.0151794111729147,1.0161136479252615,1.015321564769394,1.016704250289631,1.0231757887403117,1.0101135781968404,1.0159395283862298
2017-08-02,1.0151530203825254,1.0160737450138237,1.0150798398515186,1.0168058133307183,1.024874123093816,1.0086387346979946,1.0164325034919304
2017-08-03,1.0136283644224,1.0146110212571267,1.0138435522891214,1.0152321909385713,1.0216659370201344,1.0086741329550863,1.014542765589887
2017-08-04,1.0149322172913866,1.0158968158970159,1.015031437148604,1.0165755476999447,1.0237462909036912,1.0092895917207847,1.0163092597155055
2017-08-07,1.018194815112491,1.0190792344292154,1.0179546364548404,1.0198668339107775,1.0288501225573465,1.0107932272528266,1.018157916357169
2017-08-08,1.0162374556427487,1.0171536142201256,1.016104126815824,1.017933231844538,1.0264635169064258,1.0093051484585942,1.0158162846098047
2017-08-09,1.0154523805611597,1.0163390027696835,1.0152075558937743,1.0171454034053964,1.0262257831324204,1.0079766067891185,1.015487634540909
2017-08-10,0.9997016580317727,1.0008632665555663,1.0003682867421348,1.0015803439749709,1.0067528045636882,0.9962537967326784,1.0013967627963432
2017-08-11,1.0028021874026385,1.0037110099204942,1.0026810691219492,1.0044830254035295,1.0128777589597726,0.9959672060567382,1.0028756881087308
2017-08-14,1.0143665898040857,1.0150978488331794,1.0136789601126692,1.015894458890276,1.0266105073197798,1.005093112478765,1.012817352724649
2017-08-15,1.014290074458836,1.0149220872927474,1.0133077685897784,1.0157199168020148,1.0275750202911904,1.0038034427686546,1.0126941089482238
2017-08-16,1.0164727404413023,1.0170482583526008,1.0153170537616354,1.0178448574794499,1.030376693259041,1.0052666043141703,1.014460603073842
2017-08-17,0.99946847805079,1.0002391990069432,0.9989068303879555,1.0010451722302653,1.011296982426332,0.9906971876231447,0.9986443184593234
2017-08-18,0.997193417147647,0.997830530313471,0.9962648701699981,0.9986199352666365,1.010170629657481,0.9870002632448757,0.9970832306308902
2017-08-21,0.9977450991030061,0.9984519441228659,0.9969877152738972,0.9992574441577494,1.0102591691438125,0.9881739366154507,0.9978637745451069
2017-08-22,1.0091778319125546,1.0096004514731933,1.0076607734519765,1.0103611525375742,1.0240091530823425,0.9966856382711694,1.008298414262011
2017-08-23,1.0064125422113865,1.0068747950612702,1.0050040024913502,1.0076429408598333,1.020909902693881,0.994339351849065,1.0046832634947291
2017-08-24,1.0051953039416825,1.0057276541972069,1.0039717917745274,1.0065239428709851,1.0191915780603606,0.9938045063478864,1.0023416317473648
2017-08-25,1.0067023548633738,1.007524623170131,1.0062137207363746,1.0084183388325054,1.0187462648244938,0.9979796402479619,1.0046832634947294
2017-08-28,1.007546180571465,1.0081539272098377,1.006505478202805,1.0089741308226614,1.0210747165821006,0.9967987301522631,1.0047243447551095
2017-08-29,1.0091243651417874,1.009444992683841,1.0073361591879526,1.0101466499145622,1.0246257549733697,0.9956488578256066,1.0058746199986017
2017-08-30,1.015639300957187,1.0156582741344051,1.0130441903654466,1.0162176737949697,1.0332879784306408,0.9991993891919415,1.0106400460093756
2017-08-31,1.02225906501945,1.0220628656046218,1.0190730168743194,1.022510422251578,1.0414967822076944,1.003636128648909,1.0167200723004468
2017-09-01,1.0236619976132806,1.0236789245836009,1.0210930136084475,1.0242792187900702,1.041305027445275,1.0072932061415263,1.0181579163571697
2017-09-05,1.0157451259068278,1.015747643718212,1.0131483219837785,1.0163323043678714,1.0333972399754328,0.9993124485924982,1.0108454523018462
2017-09-06,1.0190486117939856,1.019174281488027,1.0168175891226816,1.019869296460574,1.0358054670358343,1.0039391734436178,1.0142962780370373
2017-09-07,1.0209064901341727,1.0208209904526697,1.0180309520063915,1.0213401081570366,1.0393399555909832,1.0034090984506816,1.0141730342606123
2017-09-08,1.0166680682716565,1.0168536072240129,1.014651887547862,1.017646942064095,1.0329091912615342,1.0023608907296042,1.0129816777567402
2017-09-11,1.0279634398018331,1.0280504850592325,1.0256123793009453,1.0287545155483695,1.0451686464791148,1.0123454627893864,1.02378604880292
2017-09-12,1.031371647676164,1.0316357687391915,1.0295677519575372,1.0325257309991072,1.0472655568005587,1.0177365313214106,1.0272368745381113
2017-09-13,1.0318500810163542,1.0322241572798008,1.0303921372482305,1.0332283491956198,1.0468943446922299,1.0194823853557404,1.027729849643812
2017-09-14,1.0303351070068143,1.0309168118902556,1.029553591323384,1.0321313437054418,1.043634349933199,1.020492198086078,1.0274011995702017
2017-09-15,1.0328026905535186,1.0334198811260065,1.0321280825516361,1.0346710137040753,1.0458554451760163,1.023342415956255,1.0287824734030326
2017-09-18,1.0341896835375215,1.0349183681064027,1.0338844991827143,1.0362859001455516,1.0462946454225563,1.0261070800581318,1.0309705817170731
2017-09-19,1.0359170455789037,1.036631441608168,1.0355533295589616,1.0379917235521434,1.0482356692072847,1.0275816432831624,1.032002708281723
2017-09-20,1.0341037779811433,1.0349028313348205,1.0340380181350082,1.0363452027271136,1.045582428111939,1.0269225904120218,1.0323742738453738
2017-09-21,1.0301759827804764,1.0310933249329473,1.030547474357054,1.0326400550959045,1.0403216649420592,1.0247465484207496,1.029608174651924
2017-09-22,1.0313990408381122,1.032425657521705,1.032175027336459,1.03406442745966,1.0402947138970824,1.0276000648756947,1.0298145999676829
2017-09-25,1.025992775180372,1.027355871126199,1.0281123925291693,1.0292321280818453,1.0302936538022067,1.0278749013131905,1.0277090617752314
2017-09-26,1.0276934230688903,1.0290105865611694,1.029621047829431,1.0308641207182379,1.032704018846493,1.028729876048043,1.0283283377130783
2017-09-27,1.0340237129394632,1.0351963491766678,1.0353174846983721,1.0369847273699828,1.0414712545719211,1.0322122489385896,1.0323329887822223
2017-09-28,1.0346749468503234,1.0358373771374378,1.0359043481980412,1.0376337753754212,1.0424614376714028,1.032522990706125,1.0335715406579165
2017-09-29,1.0385343151680662,1.0395938392867705,1.0392464273158672,1.041397818986106,1.048671042660306,1.0338635940371066,1.0372046261634091
2017-10-02,1.0421167557559698,1.0432516422867977,1.0431778785605905,1.045063453785994,1.0507551096477286,1.03908718439345,1.0417046979762303
2017-10-03,1.0446726649654885,1.0458256452955803,1.04580397232304,1.0476506805117618,1.0530778652239958,1.041935084420749,1.0439340913534225
2017-10-04,1.045427747253998,1.0465900543989028,1.0465896116539928,1.0484250063907878,1.0537586772730394,1.0428016790346473,1.0451726432291162
2017-10-05,1.0519510379157204,1.0530654919050162,1.0527486128833818,1.0550312361826832,1.0626225717346112,1.0471715447768506,1.0513654026123005
2017-10-06,1.051119882892732,1.0521888015905412,1.0515840010034607,1.0542948930586777,1.0640152858112475,1.0443373662692614,1.0501681357997585
2017-10-09,1.0504427195416208,1.051493068949776,1.050758703327612,1.0536909117171682,1.0644596763788838,1.0427046404634894,1.048516733297262
2017-10-10,1.0527944128250226,1.0538716373434494,1.0532992857020613,1.0559783095060824,1.0655066993025535,1.0462061128423281,1.0509938370486498
2017-10-11,1.0543899160479253,1.055448410171336,1.0546646418543268,1.0577450262810049,1.0691108437478003,1.0461679884387645,1.0526865246142985
2017-10-12,1.0533670786356077,1.054426499932368,1.053621576046781,1.0567534006296335,1.0683397814708384,1.044960959326739,1.051158977301257
2017-10-13,1.0555440463308985,1.0566010551510825,1.0556570737900828,1.0590749869332086,1.0719420053032969,1.0460289229863104,1.0523975291769512
2017-10-16,1.057537095860089,1.058596286194813,1.0575808829935434,1.0611459347792591,1.0746694529407248,1.0474582828984826,1.0540076466162962
2017-10-17,1.0584456917349196,1.059509300444654,1.0585344886656833,1.0620225662318443,1.0751912262756678,1.0486803688081552,1.0545443524278397
2017-10-18,1.0609694326354482,1.0620363785780127,1.0612064117982973,1.064404198058322,1.0762621483912316,1.0523392750232654,1.0556177640556412
2017-10-19,1.0607212107489683,1.0617842483718172,1.0612075720690388,1.063886226895476,1.0734255436679323,1.0540886284237923,1.0561544698671848
2017-10-20,1.0663294771381504,1.067397975536794,1.066900885869567,1.0694275024513422,1.0782765530595009,1.0603054952272937,1.061315102685719
2017-10-23,1.0632682925236785,1.0643289985447133,1.0640688753137095,1.0661013207726142,1.0727685084923628,1.0591261201650857,1.0575581619907708
2017-10-24,1.0648524957285017,1.065917397294614,1.0656062691140868,1.0677565327986855,1.0749288839586795,1.0602819830560208,1.0591682794301158
2017-10-25,1.0589614387251263,1.0600316076917793,1.0595810658707467,1.0620529275828996,1.070609232403165,1.0532154181163633,1.054090216737885
2017-10-26,1.0603625931802783,1.0614339876074745,1.0610120253896065,1.0634311340393585,1.0717463775951426,1.0548302240926684,1.0547507777388834
2017-10-27,1.071376899553421,1.0725489103530952,1.0710774467383617,1.076116746922924,1.0955045871756035,1.056613033815774,1.0639573466849992
2017-10-30,1.068256692561603,1.069460185247392,1.0676300341757712,1.0735683383203827,1.096800531430116,1.0503586552616908,1.0602004059947658
2017-10-31,1.0705677572832561,1.0717836704870665,1.069843575976922,1.0760604771623559,1.100483921623597,1.0517077526449998,1.0616453831862183
2017-11-01,1.0718376583245681,1.0730503144422863,1.071226811571661,1.0771743536984382,1.1004179288238756,1.0539481564451996,1.063049075309805
2017-11-02,1.0713335911609705,1.0725470371006618,1.0707311028768627,1.0766663893473292,1.0998524812711192,1.0534957025053044,1.0634619259366078
2017-11-03,1.0754296131419094,1.0766560477222693,1.0744741236859812,1.0812467134787487,1.1080923473248823,1.0545666358803638,1.0670124413157973
2017-11-06,1.0769387346910728,1.0781689386344622,1.0757880738926358,1.0830009408789951,1.1117933026355946,1.0544663355697634,1.0686638438135796
2017-11-07,1.0765228220591718,1.0777537164358788,1.0752948101089121,1.0826789357725048,1.1122323213455199,1.0534229117990332,1.0679207126909922
2017-11-08,1.0796139088158871,1.0808425018896863,1.0782159989779967,1.0859374067037704,1.1170202114350258,1.0552290237578241,1.069737255441381
2017-11-09,1.0751823997932488,1.076429381747334,1.0740699084946885,1.081312230288986,1.1101510820067588,1.0527293982574262,1.0658564595616924
2017-11-10,1.0755491872425222,1.0768058435255226,1.0744710277275908,1.081680913615322,1.1103507614746586,1.053257922546541,1.0655261790611932
2017-11-13,1.076153475270894,1.0774087127361307,1.0750615797519754,1.0822970013878594,1.11108186598876,1.0537642085602015,1.0665170205626913
2017-11-14,1.0739741620599017,1.0752344189438663,1.0729370742433064,1.0800846288914117,1.1084579647105377,1.051944655353201,1.0640399168113033
2017-11-15,1.068219612969949,1.0694889350107775,1.067342979079477,1.0742023077225178,1.101252345968998,1.047324772501687,1.0587141437448764
2017-11-16,1.0796921897803524,1.0809582936593998,1.078647721268879,1.0858380416858089,1.1143803402465564,1.0575288413928272,1.0677142873752332
2017-11-17,1.0770655388095085,1.0783804960821275,1.0763189569680491,1.0830627773962291,1.1095080746314565,1.0567467231889898,1.0645766226228466
2017-11-20,1.079685425333552,1.0810291353882333,1.0790486373018342,1.0856626491024741,1.1114739886963068,1.059947696887117,1.0663931653779506
2017-11-21,1.0875582541089626,1.0888093926700613,1.0864282555803417,1.09374837452938,1.1228825117261516,1.0648564707904629,1.0733703409468744
2017-11-22,1.086738366672855,1.0879973036831374,1.0856372359149784,1.0929287184504821,1.1219175638050773,1.064175545176325,1.072420784508528
2017-11-24,1.0893928311781365,1.0905639536135752,1.0879086901035384,1.0956715769226537,1.1269572421405438,1.0647366419290585,1.0748978882599158
2017-11-27,1.0889002324836423,1.0900722476773168,1.0874139308370905,1.0951937319918454,1.1265421591107114,1.0642001006117296,1.0743611824483723
2017-11-28,1.0971483345619066,1.0985603517149107,1.0965160676781904,1.1035385999952467,1.1307866762299246,1.0764078939440869,1.0852604389554221
2017-11-29,1.0910798332343619,1.0932135470281494,1.093093399356393,1.0976955850932912,1.1120511148499075,1.0828437480448796,1.0845998779544235
2017-11-30,1.0996008560505324,1.1016867467562517,1.1013955160312356,1.10624627571502,1.1218344115601844,1.0901874031632868,1.0940954423378872
2017-12-01,1.0969151727262116,1.0991144993732915,1.0991161983102264,1.1035913050083117,1.1172227735307694,1.0894360872225592,1.0918247639022578
2017-12-04,1.0920984827985623,1.0948884353754176,1.0962521867338308,1.099017304366247,1.1036951557213062,1.093596592345919,1.0905036419002607
2017-12-05,1.0894590853871051,1.0920513216811392,1.0929898387941048,1.0962735273095199,1.103673641418764,1.0881574220917645,1.08658156095742
2017-12-06,1.0914711571339593,1.0938604319995227,1.0943659713851495,1.0981979008622462,1.1084435347234634,1.0872748407511348,1.0867879862684642
2017-12-07,1.0949964803180132,1.0972292143028526,1.0974065095421468,1.1016613989400834,1.1140940862700643,1.0885902994305743,1.090214646462913
2017-12-08,1.100909861290095,1.1032502963585833,1.1036159990650922,1.1076605624803044,1.1189328366826081,1.0957182856138783,1.096159695467187
2017-12-11,1.1060708291162626,1.1082827743891162,1.1083495567801918,1.1128042608768614,1.1261479781743227,1.0988293198988737,1.099462500467466
2017-12-12,1.1073908935728956,1.1097579179858656,1.110150485431997,1.1141874363530255,1.1253575361439847,1.102332197252191,1.1014028984073108
2017-12-13,1.1086729994910873,1.1110339762480812,1.1114067289818281,1.115477045152968,1.1268048559373216,1.1034662643607518,1.10127904322257
2017-12-14,1.1049026212613449,1.107094540949268,1.1071212547028857,1.1116181602837043,1.1251912265742599,1.0974118024612727,1.0967789714050342
2017-12-15,1.1139346636204275,1.1159876083685225,1.1156893956843938,1.1206280668048938,1.136437562468786,1.104232644948622,1.1059136418750657
2017-12-18,1.1233785596960595,1.125474453882799,1.1252243639094524,1.130142859507366,1.1457569235956129,1.1139285522039843,1.1129264896285038
2017-12-19,1.1189588883078376,1.1211462652075423,1.1211023728323177,1.125748404541492,1.1399662034933555,1.1108955956300572,1.1086523871515563
2017-12-20,1.1185465228140925,1.12081115089942,1.1209308632217438,1.1253737232962142,1.1385257250481255,1.1115598644059363,1.1080714411791015
2017-12-21,1.1186861454561525,1.1210331438359515,1.1213311248156768,1.1255445202789707,1.1375083609121628,1.1128905333116224,1.110353728914225
2017-12-22,1.1180309861347841,1.1204096576268971,1.1207771708198808,1.1248998679380269,1.1363974539683184,1.1127025885190966,1.1100632559303547
2017-12-26,1.1157145559994057,1.1182427797906673,1.1189913644296483,1.1225518784920843,1.1312781055469265,1.113070133683836,1.1087353794326624
2017-12-27,1.1163843958218067,1.1188960988812067,1.119583174203299,1.1232517847916095,1.132481735335604,1.113273865314914,1.10927482925985
2017-12-28,1.1178913958708219,1.1204101758201146,1.1211002519409725,1.1247773133497063,1.1340267227067977,1.1147790366413857,1.111557116990259
2017-12-29,1.1133544297815094,1.1159145427859443,1.1167519086934914,1.1201748610929758,1.1282372086346681,1.111347205010625,1.1073660067944169
2018-01-02,1.1233558272241901,1.1257650515837936,1.1260881882935123,1.1303878431222092,1.142562886523209,1.1175009813308576,1.1152917696353044
2018-01-03,1.1299099068458964,1.132189194131322,1.1320215996164984,1.1371423773455898,1.1532091531659299,1.120443298377696,1.1223461135340103
2018-01-04,1.1340343292017365,1.1363222909502422,1.1361311111964403,1.1413112090365187,1.157626228482249,1.1243669481072722,1.1270766735570397
2018-01-05,1.1424335441894378,1.1446706547844245,1.144139196955807,1.1499292760322068,1.1690801659860133,1.1302223299337113,1.1345874749971128
2018-01-08,1.146083978220405,1.1483266228850395,1.1477499301648322,1.153640830780483,1.1732317802382584,1.13350460260032,1.1366622820247574
2018-01-09,1.1465550110193363,1.1488133643723262,1.1483047203780106,1.1540869117890922,1.173150353783566,1.1344598616196757,1.1392350427390365
2018-01-10,1.1439539254444775,1.146222204451225,1.1458102749634722,1.1514110217035367,1.1696400057034984,1.1325936736476199,1.1374922048358151
2018-01-11,1.1526871673534274,1.1549898033886705,1.1547515294337145,1.1600538797404967,1.1768617336480829,1.1426038995459127,1.145791432946393
2018-01-12,1.1609841456954961,1.1633113129708668,1.1631648185599701,1.1683211614594058,1.1844136797281328,1.1515576308200657,1.1532607382459132
2018-01-16,1.1567810703832653,1.1591035788361086,1.1589543350672966,1.1641094660863116,1.1802091757825568,1.1473429717293337,1.1493186048933888
2018-01-17,1.1702271614970203,1.1725834936641817,1.1723463716118958,1.1777707105244608,1.194959089534374,1.159932777472412,1.1602735859993516
2018-01-18,1.1689963136179888,1.1713664099886953,1.1709554324652165,1.176811159696998,1.1958482690699184,1.1571796254329698,1.1583232673933659
2018-01-19,1.1735511676517536,1.1759291921566777,1.1755692980980235,1.1813317148913853,1.199929164435109,1.16212097566802,1.1635932772435829
2018-01-22,1.183367548984377,1.1857742129925144,1.1853771759217615,1.1913012735759108,1.2105103287283587,1.1714880786801154,1.173054397289642
2018-01-23,1.186408827660316,1.1888729952758426,1.1882063871215582,1.194940542874245,1.2174750987311904,1.171905311546702,1.1755441657228154
2018-01-24,1.183219345482643,1.1856264041508562,1.1852258767486634,1.191163241647729,1.2104130616273598,1.1712940482854488,1.1750877081767335
2018-01-25,1.1821372828487973,1.1845462431283165,1.1841449444990486,1.1900910364598531,1.2093729628587826,1.1701918918347516,1.1755856618633682
2018-01-26,1.198269156242326,1.2007316322214314,1.2002577934792065,1.2065040454270701,1.2269358041664231,1.1854751928670424,1.1891963959647158
