date,WF Expanding,WF Rolling,Fixed Parameter,50/50 G-D,100% G,100% D,SPY
2023-02-28,1.9479735731142087,1.9334582839765566,1.815368486868706,1.7340394084629143,1.8043843992919795,1.6191997742510011,1.5798018466335988
2023-03-01,1.9430393544045692,1.9309027488866592,1.8096583085120774,1.7289958853501322,1.7919973824767104,1.6208964921711264,1.5737419394883583
2023-03-02,1.957466060886538,1.94393333856021,1.823841736532402,1.7423539247441604,1.809646661214748,1.6299781260457271,1.5859813572161505
2023-03-03,1.9878942983996726,1.9716770412258662,1.853723037743958,1.7705692054837818,1.846021077861265,1.6500060840029862,1.6114170201161577
2023-03-06,1.9873289862223156,1.9693620265378915,1.8543842708013505,1.7709956497482888,1.8513983607002416,1.6459945870030563,1.6125333188020112
2023-03-07,1.9573721416589638,1.938503959076773,1.8272963230770072,1.745008586291083,1.827484192958379,1.6189499223857766,1.5878152764842823
2023-03-08,1.9600635465058203,1.9391139981224583,1.8313894933597321,1.748722919896685,1.837138874627315,1.61728896021441,1.5904066841471278
2023-03-09,1.92441810849164,1.9028775872246513,1.7988731386257804,1.7175905807639973,1.8072215854398197,1.5860411884566563,1.5610639758445544
2023-03-10,1.8963969280376103,1.8761984792324098,1.7718392170928867,1.6918714191730624,1.777153710330332,1.5649304589818374,1.5385386630860949
2023-03-13,1.8881026101501153,1.8639197088947055,1.7679141476200753,1.687687097777555,1.7867970389724999,1.5486979682515498,1.536345933526825
2023-03-14,1.917094689688275,1.8906253893438314,1.7972567507279988,1.7153750818248668,1.8252781668429572,1.5661601222720751,1.5617417286185542
2023-03-15,1.900198668813131,1.8720441395402931,1.7843630699109367,1.7025075929498605,1.825935737845793,1.542099525777599,1.5519741151204556
2023-03-16,1.9334810731620269,1.9040582435440054,1.8176480810429254,1.7337315784320946,1.8715375798806697,1.5601505565391878,1.5792038294844741
2023-03-17,1.9123764208244642,1.8831621002479217,1.7992871125927916,1.7156907864719506,1.863124425923214,1.5346948276783208,1.560739409934947
2023-03-20,1.9299029338308533,1.899837557184419,1.815087553274905,1.7312547050125207,1.8712471433035038,1.555847995466508,1.5757469044534134
2023-03-21,1.955089081628554,1.924493125421655,1.838821551964795,1.7539337623038997,1.8952833283155348,1.5766256507748244,1.596437236894875
2023-03-22,1.9238495342642807,1.894411956731962,1.8096338165597834,1.7257207013487879,1.870740551782548,1.5463200920641271,1.5692236468338912
2023-03-23,1.9327472594270703,1.9052735367409124,1.8179207819122856,1.7326648526229307,1.892324328506856,1.5409238524432083,1.5734657652854425
2023-03-24,1.9421130072124104,1.9137111873276038,1.8269708783391332,1.7416008054696555,1.898110225279517,1.552106540184993,1.5837909215154784
2023-03-27,1.942280248461563,1.9111875265393616,1.8281354791845728,1.743726695769501,1.8878790762963171,1.564261835364377,1.5867524004336226
2023-03-28,1.9393475352999612,1.9067705840656903,1.8261038051006688,1.7423491197011127,1.8797773838274345,1.5685031574681918,1.5831906217322447
2023-03-29,1.9697684204100931,1.9379693377197091,1.8540959016640388,1.7685839383717459,1.9136069829573157,1.5875098222196515,1.6062021133272262
2023-03-30,1.9837183588164282,1.9528451825697988,1.8665488181652194,1.7800346865749532,1.9309388731921082,1.593688211050135,1.6156068098937955
2023-03-31,2.0126098549099294,1.9818784646875953,1.892334325233715,1.8042148655960648,1.961859271835753,1.611465912863435,1.6383781815754836
2023-04-03,2.0180176049414325,1.9861333664553407,1.9003714100467277,1.8126921937772007,1.9620235442574174,1.6264743263962163,1.6446212992961635
2023-04-04,2.0054239836773204,1.9743610230429618,1.8866856732394688,1.79914166602208,1.9528452541210157,1.6097659627664405,1.635496742628437
2023-04-05,1.9937587525107572,1.9614666510872678,1.880390403216644,1.7943592478260089,1.9345298937178912,1.616305596345511,1.631214604191337
