model_id,sample_type,horizon_days,variable,focus_variable,coefficient,std_error_robust,t_robust,n,start_date,end_date,r2,adj_r2,rmse,robust_se
step3_rate_residual_incremental,daily_hac,21,ce,r_x_d,0.0082715762045201,0.004282769495464096,1.9313615204555303,2216,2017-06-22,2026-04-16,0.14214771725843056,0.13747489501925725,0.03963291653249252,hac
step3_rate_residual_incremental,daily_hac,21,cg,r_x_d,-0.004464227310456386,0.011151975925384616,-0.40030819115155336,2216,2017-06-22,2026-04-16,0.14214771725843056,0.13747489501925725,0.03963291653249252,hac
step3_rate_residual_incremental,daily_hac,21,hys,r_x_d,-0.03461931174244449,0.006557824541944186,-5.279084782006223,2216,2017-06-22,2026-04-16,0.14214771725843056,0.13747489501925725,0.03963291653249252,hac
step3_rate_residual_incremental,daily_hac,21,hyr,r_x_d,-0.004253765157919954,0.0033122374770175587,-1.2842572996155384,2216,2017-06-22,2026-04-16,0.14214771725843056,0.13747489501925725,0.03963291653249252,hac
step3_rate_residual_incremental,daily_hac,21,lqs,r_x_d,0.006217082826293654,0.003392290875489258,1.8327092382362364,2216,2017-06-22,2026-04-16,0.14214771725843056,0.13747489501925725,0.03963291653249252,hac
step3_rate_residual_incremental,daily_hac,21,r_x_d,r_x_d,0.0016550282235255483,0.004355654569359877,0.3799723318667066,2216,2017-06-22,2026-04-16,0.14214771725843056,0.13747489501925725,0.03963291653249252,hac
step2_step3_interaction_with_main_controls,daily_hac,21,intercept,r_x_vh,0.039608455038676174,0.007606460232993223,5.207212530589913,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,r,r_x_vh,-0.004945087672750511,0.004963594719482817,-0.9962714428195227,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,d,r_x_vh,0.0694363008330588,0.013487739425339866,5.148105152640071,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,vh,r_x_vh,-0.006129935075819076,0.0032252330595586324,-1.9006177112229983,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,vr,r_x_vh,0.0022011724442468584,0.00301413026109997,0.7302844447882513,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,g63,r_x_vh,0.0005256830154299949,0.003153614169572859,0.16669224171490707,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,g126,r_x_vh,-0.008405149002168811,0.0043380511397511,-1.9375403220006908,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,cs,r_x_vh,0.02096338368608717,0.011326704175048665,1.8507929016339035,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,ce,r_x_vh,0.005439633433891974,0.004441871476332063,1.2246264807247027,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,cg,r_x_vh,-0.005089481154100207,0.011032831108698073,-0.46130327782211383,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,hys,r_x_vh,-0.0347334593168244,0.006631177702998151,-5.2379020548824045,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,hyr,r_x_vh,-0.007864246642162615,0.0038872562442705517,-2.0230841879162895,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,lqs,r_x_vh,0.0036577244153329167,0.003579980640918484,1.0217162555366464,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step2_step3_interaction_with_main_controls,daily_hac,21,r_x_vh,r_x_vh,0.0029824485401681936,0.003024290351942955,0.9861647504354599,2216,2017-06-22,2026-04-16,0.1563009064846611,0.15131993999251792,0.03937918051225994,hac
step3_rate_residual_incremental,daily_hac,21,intercept,r_x_vh,0.03069669030542048,0.007503896567389638,4.090766714299057,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,d,r_x_vh,0.06776638900039363,0.013455359944060987,5.036386189750709,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,vh,r_x_vh,-0.0056742975371945545,0.00324066401363543,-1.750967552735908,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,vr,r_x_vh,0.0019733134189405402,0.0029542395560261223,0.667959852786932,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,g63,r_x_vh,-0.0001559679257470447,0.0031574025878673066,-0.04939754162056176,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,g126,r_x_vh,-0.008100332044364146,0.004322381590064089,-1.8740437130734773,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,cs,r_x_vh,0.018486124716680048,0.011211204467644922,1.6488972946689402,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,ce,r_x_vh,0.008812062719864651,0.004285567540798173,2.0562183738734015,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,cg,r_x_vh,-0.0044949763110861156,0.011151908873129281,-0.40306788391329484,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,hys,r_x_vh,-0.03364548408469991,0.0067083304404073375,-5.015478051295416,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,hyr,r_x_vh,-0.003815909069497217,0.003233460105525067,-1.1801317922484678,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,lqs,r_x_vh,0.006678538014237564,0.003302477159868749,2.022281363636438,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step3_rate_residual_incremental,daily_hac,21,r_x_vh,r_x_vh,0.0034477966980013862,0.0029984569898891694,1.149856979648998,2216,2017-06-22,2026-04-16,0.14617259619627654,0.14152169794587044,0.039539832186233546,hac
step2_step3_interaction_with_main_controls,daily_hac,21,intercept,r_x_vr,0.04060386357654349,0.007513866705083487,5.403857317441238,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,r,r_x_vr,-0.00591831374986404,0.005081455594714749,-1.164688668345289,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,d,r_x_vr,0.07133168097681045,0.013038508931257789,5.470846501918934,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,vh,r_x_vr,-0.006310915278726898,0.003321307026502065,-1.9001300477099912,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,vr,r_x_vr,0.002423348632912079,0.003421083990037124,0.7083569535180521,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,g63,r_x_vr,0.00034153433447816055,0.0031892604676335367,0.10708888093156671,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,g126,r_x_vr,-0.007881391740343713,0.004291808581227865,-1.8363800694225945,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,cs,r_x_vr,0.021420270605761127,0.011627749622611356,1.8421682011545213,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,ce,r_x_vr,0.004924877319025388,0.004449466037238762,1.1068468166309806,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,cg,r_x_vr,-0.004578589253145066,0.011204740590691112,-0.40862965243023597,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,hys,r_x_vr,-0.03595423883806673,0.006565303414536365,-5.476401708786185,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,hyr,r_x_vr,-0.0087092937959944,0.003935303379391142,-2.2131187754428923,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,lqs,r_x_vr,0.003111624159283442,0.003592857969950535,0.8660582147438134,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step2_step3_interaction_with_main_controls,daily_hac,21,r_x_vr,r_x_vr,-0.0008575904006550984,0.0017700314499708865,-0.48450574178735867,2216,2017-06-22,2026-04-16,0.15383005758713597,0.14883450388533426,0.039436801097409435,hac
step3_rate_residual_incremental,daily_hac,21,intercept,r_x_vr,0.032129164508012585,0.007462166766281156,4.3056079439543895,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,d,r_x_vr,0.06987331178602979,0.012957013638610165,5.392701878295218,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,vh,r_x_vr,-0.006050438168518121,0.00333121646881931,-1.816284899270623,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,vr,r_x_vr,0.0018797684463109725,0.003295237979366241,0.570449982089761,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,g63,r_x_vr,-0.0004579390483568398,0.0032094293985758873,-0.1426855030866359,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,g126,r_x_vr,-0.007403722736846185,0.004249392156775066,-1.7423015960157917,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,cs,r_x_vr,0.019634691687638796,0.01164300123791918,1.6863943657149245,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,ce,r_x_vr,0.008395700016810444,0.0044397560789052526,1.8910273149241663,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,cg,r_x_vr,-0.004348655541434592,0.011339441775913882,-0.38349820276616925,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,hys,r_x_vr,-0.034967662519441216,0.006641157875834774,-5.265296078365836,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,hyr,r_x_vr,-0.00423520134246062,0.003292801117004715,-1.2862001657461644,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,lqs,r_x_vr,0.006467141140436837,0.003411259264129052,1.8958222285951047,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step3_rate_residual_incremental,daily_hac,21,r_x_vr,r_x_vr,-0.00044740991507584795,0.0015266488007436242,-0.2930666927835115,2216,2017-06-22,2026-04-16,0.14181877214071892,0.13714415809881642,0.03964051446346788,hac
step2_step3_interaction_with_main_controls,daily_hac,21,intercept,r_x_g63,0.04119987546402932,0.007331043244408384,5.619919851851066,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,r,r_x_g63,-0.005498720553651406,0.00483929176395079,-1.136265557413356,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,d,r_x_g63,0.0716774845332123,0.012784628725044104,5.606536261221385,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,vh,r_x_g63,-0.006676804037363962,0.0031789695569810453,-2.100304491026547,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,vr,r_x_g63,0.0018934714714388043,0.003010349567850117,0.628987241767757,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,g63,r_x_g63,0.00029906255742896,0.00322269152997621,0.09279900190483564,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,g126,r_x_g63,-0.007694809124995995,0.004337201825731539,-1.7741413552269132,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,cs,r_x_g63,0.022645870325670607,0.0113752476545805,1.9908023995021977,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,ce,r_x_g63,0.004608441990819071,0.004379928848250257,1.0521727978891946,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,cg,r_x_g63,-0.005310814584490868,0.010969592360164414,-0.48413964804898807,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,hys,r_x_g63,-0.03603548442745375,0.006488948843835617,-5.553362384985791,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,hyr,r_x_g63,-0.008498123491968025,0.003819858370886223,-2.2247221406788507,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,lqs,r_x_g63,0.003057070801716008,0.003847016468181083,0.7946601806883944,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step2_step3_interaction_with_main_controls,daily_hac,21,r_x_g63,r_x_g63,0.0005439842479950622,0.003340808699830809,0.162830109973855,2216,2017-06-22,2026-04-16,0.15303853390373912,0.14803830726466027,0.039455241758143064,hac
step3_rate_residual_incremental,daily_hac,21,intercept,r_x_g63,0.03243591305882387,0.007240155311906981,4.480002384131259,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,d,r_x_g63,0.07020800371150453,0.012756992922999406,5.503491624968098,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,vh,r_x_g63,-0.006269467779056532,0.003189483868446082,-1.9656684396748556,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,vr,r_x_g63,0.0015983246069965315,0.002953623771254125,0.541140216486636,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,g63,r_x_g63,-0.00047412222594268546,0.0032181938956713546,-0.14732556250896056,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,g126,r_x_g63,-0.00726192128435223,0.004302262466616678,-1.6879307900670792,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,cs,r_x_g63,0.02026607861753281,0.01131925471777732,1.79040750675079,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,ce,r_x_g63,0.008129069546601076,0.004246542799304479,1.9142794340686964,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,cg,r_x_g63,-0.004713843985430807,0.011101427203956453,-0.424616033490796,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,hys,r_x_g63,-0.03506585196967607,0.006569685698819053,-5.337523525056823,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,hyr,r_x_g63,-0.004219561495977957,0.0033199694404826533,-1.2709639566334447,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,lqs,r_x_g63,0.006262147839597123,0.0034787729157062736,1.8001025049160928,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step3_rate_residual_incremental,daily_hac,21,r_x_g63,r_x_g63,0.0005501126372670657,0.003359726054144978,0.16373734893902375,2216,2017-06-22,2026-04-16,0.1417017437711482,0.13702649226195796,0.039643217218132,hac
step2_step3_interaction_with_main_controls,daily_hac,21,intercept,r_x_g126,0.04111320437185031,0.007173378323675533,5.731358715064189,2216,2017-06-22,2026-04-16,0.15366621915100953,0.1486696981923189,0.03944061885951657,hac
step2_step3_interaction_with_main_controls,daily_hac,21,r,r_x_g126,-0.0058090434709888936,0.004844386225634398,-1.1991288886608475,2216,2017-06-22,2026-04-16,0.15366621915100953,0.1486696981923189,0.03944061885951657,hac
step2_step3_interaction_with_main_controls,daily_hac,21,d,r_x_g126,0.07056820471010625,0.012787154474491417,5.518679300455776,2216,2017-06-22,2026-04-16,0.15366621915100953,0.1486696981923189,0.03944061885951657,hac
step2_step3_interaction_with_main_controls,daily_hac,21,vh,r_x_g126,-0.006342302683769831,0.003178432668097826,-1.9954182913572507,2216,2017-06-22,2026-04-16,0.15366621915100953,0.1486696981923189,0.03944061885951657,hac
step2_step3_interaction_with_main_controls,daily_hac,21,vr,r_x_g126,0.00204258635911749,0.0030344801455482948,0.673125629809787,2216,2017-06-22,2026-04-16,0.15366621915100953,0.1486696981923189,0.03944061885951657,hac
step2_step3_interaction_with_main_controls,daily_hac,21,g63,r_x_g126,0.0005496086723142782,0.003259045638562629,0.1686409867388902,2216,2017-06-22,2026-04-16,0.15366621915100953,0.1486696981923189,0.03944061885951657,hac
