model_id,sample_type,horizon_days,focus_variable,n,start_date,end_date,r2,adj_r2,rmse,robust_se
step2_step3_interaction_with_main_controls,daily_hac,63,growth_weak_pos_x_hy_relief_pos,2174,2017-06-22,2026-02-13,0.29437495716756257,0.29012813978014507,0.06352413572969903,hac
step3_rate_residual_incremental,daily_hac,63,growth_weak_pos_x_hy_relief_pos,2174,2017-06-22,2026-02-13,0.2550201137394501,0.25088325180741566,0.06397401512801042,hac
step2_step3_interaction_with_main_controls,daily_hac,63,drawdown_pos_x_credit_stress_pos_x_vix_relief_pos,2174,2017-06-22,2026-02-13,0.28858299877235827,0.28430132237608086,0.06378431443417759,hac
step3_rate_residual_incremental,daily_hac,63,drawdown_pos_x_credit_stress_pos_x_vix_relief_pos,2174,2017-06-22,2026-02-13,0.24619148456005846,0.24200559738501015,0.06435197120708755,hac
step2_step3_interaction_with_main_controls,daily_hac,63,drawdown_pos_x_credit_stress_pos_x_rate_relief_pos,2174,2017-06-22,2026-02-13,0.2964894440602641,0.2922553527513675,0.06342888561644908,hac
step3_rate_residual_incremental,daily_hac,63,drawdown_pos_x_credit_stress_pos_x_rate_relief_pos,2174,2017-06-22,2026-02-13,0.25021671402500056,0.24605317888770306,0.06417992607269796,hac
step2_step3_interaction_with_main_controls,daily_hac,63,high_vix_pos_x_credit_stress_pos_x_vix_relief_pos,2174,2017-06-22,2026-02-13,0.29554857863327555,0.29130882470838326,0.06347128590826095,hac
step3_rate_residual_incremental,daily_hac,63,high_vix_pos_x_credit_stress_pos_x_vix_relief_pos,2174,2017-06-22,2026-02-13,0.2522068333354276,0.24805434930027026,0.06409469439337982,hac
step2_step3_interaction_with_main_controls,daily_hac,63,credit_stress_pos_x_credit_relief_pos_x_rate_relief_pos,2174,2017-06-22,2026-02-13,0.2846259149786694,0.28032042280030023,0.06396146079912901,hac
step3_rate_residual_incremental,daily_hac,63,credit_stress_pos_x_credit_relief_pos_x_rate_relief_pos,2174,2017-06-22,2026-02-13,0.24206144450151856,0.2378526232770939,0.0645280193460751,hac
step2_step3_interaction_with_main_controls,daily_hac,63,hy_stress_pos_x_hy_relief_pos_x_vix_relief_pos,2174,2017-06-22,2026-02-13,0.29181084440038496,0.2875485948527947,0.0636394486324359,hac
step3_rate_residual_incremental,daily_hac,63,hy_stress_pos_x_hy_relief_pos_x_vix_relief_pos,2174,2017-06-22,2026-02-13,0.2454769515741182,0.2412870966083105,0.06438246350977346,hac
step2_step3_interaction_with_main_controls,daily_hac,63,credit_widening_pos_x_vix_spike_pos_x_rate_headwind_pos,2174,2017-06-22,2026-02-13,0.2856403816357883,0.2813409950437815,0.06391609307413962,hac
step3_rate_residual_incremental,daily_hac,63,credit_widening_pos_x_vix_spike_pos_x_rate_headwind_pos,2174,2017-06-22,2026-02-13,0.2431088346657736,0.2389058295829367,0.06448341851557114,hac
step2_step3_interaction_with_main_controls,daily_hac,63,growth_ext_pos_x_credit_stress_pos_x_rate_headwind_pos,2174,2017-06-22,2026-02-13,0.3022036055377403,0.29800390501551377,0.06317076449218777,hac
step3_rate_residual_incremental,daily_hac,63,growth_ext_pos_x_credit_stress_pos_x_rate_headwind_pos,2174,2017-06-22,2026-02-13,0.2608422357622777,0.2567377039849281,0.06372354185859751,hac
step2_step3_interaction_with_main_controls,daily_hac,63,growth_ext_pos_x_hy_stress_pos_x_vix_spike_pos,2174,2017-06-22,2026-02-13,0.30202669391743087,0.2978259286493413,0.06317877179499387,hac
step3_rate_residual_incremental,daily_hac,63,growth_ext_pos_x_hy_stress_pos_x_vix_spike_pos,2174,2017-06-22,2026-02-13,0.251688798486429,0.24753343781166603,0.06411689139811051,hac
step2_step3_interaction_with_main_controls,daily_hac,63,growth_weak_pos_x_credit_relief_pos_x_vix_relief_pos,2174,2017-06-22,2026-02-13,0.2870746721651163,0.2827839178772211,0.06385189550002654,hac
step3_rate_residual_incremental,daily_hac,63,growth_weak_pos_x_credit_relief_pos_x_vix_relief_pos,2174,2017-06-22,2026-02-13,0.24362389407014584,0.23942374910431607,0.06446147451301959,hac
step2_step3_interaction_with_main_controls,daily_hac,63,growth_weak_pos_x_hy_relief_pos_x_rate_relief_pos,2174,2017-06-22,2026-02-13,0.30578089576903333,0.30160272523431,0.06300863229280239,hac
step3_rate_residual_incremental,daily_hac,63,growth_weak_pos_x_hy_relief_pos_x_rate_relief_pos,2174,2017-06-22,2026-02-13,0.27236853383443227,0.26832800741426255,0.0632247427375049,hac
step1_bond_credit_main_effects,nonoverlap,63,,35,2017-06-22,2025-12-30,0.44556889821804657,0.14315193360970835,0.07700676106344338,nonoverlap_ols
rate_only,nonoverlap,63,,37,2016-12-20,2025-12-30,0.1180682485629323,0.09287019852187317,0.0774446573179018,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_d,35,2017-06-22,2025-12-30,0.47695678636262007,0.15316813030138499,0.07655534951525275,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_d,35,2017-06-22,2025-12-30,0.39616872948709125,0.06680621829823186,0.07485708937600316,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_vh,35,2017-06-22,2025-12-30,0.45127278148269234,0.11158450335293058,0.07841244742146891,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_vh,35,2017-06-22,2025-12-30,0.3608754583889814,0.012262072055698514,0.07701368136917418,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_vr,35,2017-06-22,2025-12-30,0.46211796205351874,0.12914336713426844,0.07763369886401625,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_vr,35,2017-06-22,2025-12-30,0.36162112256991563,0.013414462153506057,0.07696874247272174,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_g63,35,2017-06-22,2025-12-30,0.4606236077827728,0.12672393641020363,0.07774146578700343,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_g63,35,2017-06-22,2025-12-30,0.34052220777407083,-0.019192951621890497,0.07823034119056896,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_g126,35,2017-06-22,2025-12-30,0.4455924786408261,0.1023878225613375,0.07881725665411284,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_g126,35,2017-06-22,2025-12-30,0.3357594351251104,-0.026553600261193022,0.0785123241711724,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_cs,35,2017-06-22,2025-12-30,0.45137186991105016,0.11174493223693838,0.07840536729430223,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_cs,35,2017-06-22,2025-12-30,0.3672709744106347,0.022146051361890073,0.0766273868497634,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_ce,35,2017-06-22,2025-12-30,0.4914661073872224,0.1766594119602648,0.07548605154508183,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_ce,35,2017-06-22,2025-12-30,0.4114237321129677,0.09038213144731377,0.07390545755677415,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_cg,35,2017-06-22,2025-12-30,0.4522901206607648,0.11323162392695252,0.07833972543799511,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_cg,35,2017-06-22,2025-12-30,0.3597026333460749,0.010449524262115761,0.07708431093289872,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_hys,35,2017-06-22,2025-12-30,0.5055050722454892,0.19938916458793499,0.07443679719907334,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_hys,35,2017-06-22,2025-12-30,0.42295870067926267,0.10820890104976966,0.07317767133613093,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_hyr,35,2017-06-22,2025-12-30,0.4482739516216483,0.10672925500647812,0.07862642003327162,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_hyr,35,2017-06-22,2025-12-30,0.3356244300572101,-0.02676224445703901,0.07852030247277578,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,r_x_lqs,35,2017-06-22,2025-12-30,0.5412534982184698,0.2572675685441892,0.0716957051572817,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,r_x_lqs,35,2017-06-22,2025-12-30,0.46484813008685055,0.17294711013422348,0.07047152347653599,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_vh,35,2017-06-22,2025-12-30,0.5051050411155706,0.19874149513949524,0.07446689964773262,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_vh,35,2017-06-22,2025-12-30,0.3834412117822772,0.04713641820897374,0.07564189195734633,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_vr,35,2017-06-22,2025-12-30,0.4468765608671724,0.10446681283256487,0.07872592806891511,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_vr,35,2017-06-22,2025-12-30,0.3390194437466332,-0.02151540511883976,0.07831942292133984,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_g63,35,2017-06-22,2025-12-30,0.45065146802174116,0.11057856727329518,0.07845682732866968,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_g63,35,2017-06-22,2025-12-30,0.3421634960010088,-0.016656415271168123,0.07813293190123513,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_g126,35,2017-06-22,2025-12-30,0.4729172272274089,0.14662789170151924,0.07685040645289948,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_g126,35,2017-06-22,2025-12-30,0.3695986753460905,0.02574340735304892,0.07648630750981124,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_cs,35,2017-06-22,2025-12-30,0.47590085544913885,0.15145852787003433,0.07663258634790786,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_cs,35,2017-06-22,2025-12-30,0.3802156058937558,0.042151390926713606,0.07583949894259252,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_ce,35,2017-06-22,2025-12-30,0.5252606114638494,0.2313743233224228,0.07293473189694495,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_ce,35,2017-06-22,2025-12-30,0.44561512187003605,0.14322337016278297,0.07172669573751381,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_cg,35,2017-06-22,2025-12-30,0.4494845911981612,0.1086893381303562,0.07854010860131957,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_cg,35,2017-06-22,2025-12-30,0.34038543223769013,-0.019404331996297097,0.07823845324700743,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_hys,35,2017-06-22,2025-12-30,0.44822629888453835,0.1066521029559192,0.07862981545318697,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_hys,35,2017-06-22,2025-12-30,0.34034052400291026,-0.01947373563186594,0.07824111653796409,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_hyr,35,2017-06-22,2025-12-30,0.44880601948351384,0.10759069821140343,0.07858849842146344,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_hyr,35,2017-06-22,2025-12-30,0.3461900953956947,-0.010433488933926371,0.07789344007971319,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,d_x_lqs,35,2017-06-22,2025-12-30,0.4493822557659338,0.1085236521924644,0.07854740818126495,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,d_x_lqs,35,2017-06-22,2025-12-30,0.33870712716031226,-0.021998076206790174,0.07833792389375041,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_vr,35,2017-06-22,2025-12-30,0.44923148918064026,0.10827955391151278,0.07855816111658438,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_vr,35,2017-06-22,2025-12-30,0.3349349764430296,-0.02782776367895412,0.07856103400413028,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_g63,35,2017-06-22,2025-12-30,0.5111543373645692,0.20853559382835007,0.0740103811664907,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_g63,35,2017-06-22,2025-12-30,0.4180917744551168,0.1006872877942715,0.07348562373985407,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_g126,35,2017-06-22,2025-12-30,0.48250291700565195,0.1621475799139127,0.07614838743376694,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_g126,35,2017-06-22,2025-12-30,0.3742372293177909,0.03291208167294957,0.07620439113293478,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_cs,35,2017-06-22,2025-12-30,0.4456619114526109,0.10250023758994142,0.07881232104728238,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_cs,35,2017-06-22,2025-12-30,0.333655239444385,-0.029805539040495876,0.07863658236445895,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_ce,35,2017-06-22,2025-12-30,0.45869780876015276,0.12360597608786639,0.0778801268808646,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_ce,35,2017-06-22,2025-12-30,0.35298337942335334,6.522274518239168e-05,0.0774877151438989,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_cg,35,2017-06-22,2025-12-30,0.5046168317480063,0.19795106092534354,0.07450362105262033,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_cg,35,2017-06-22,2025-12-30,0.3710096990343045,0.02792408032574334,0.07640066012409631,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_hys,35,2017-06-22,2025-12-30,0.483123086944244,0.16315166457639507,0.07610274553604401,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_hys,35,2017-06-22,2025-12-30,0.3699456020808827,0.026279566852273173,0.07646525838155123,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_hyr,35,2017-06-22,2025-12-30,0.4483814536636591,0.10690330593163855,0.07861875960785744,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_hyr,35,2017-06-22,2025-12-30,0.3341409806452402,-0.02905484809371961,0.07860791552875224,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vh_x_lqs,35,2017-06-22,2025-12-30,0.46409793035067515,0.1323490300915693,0.07749068053648228,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vh_x_lqs,35,2017-06-22,2025-12-30,0.3483326970593905,-0.0071221954536691,0.07776570297272214,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vr_x_g63,35,2017-06-22,2025-12-30,0.48632310164077497,0.16833264075173082,0.07586680154605902,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vr_x_g63,35,2017-06-22,2025-12-30,0.38938377984969397,0.05632038704043618,0.07527648036090721,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vr_x_g126,35,2017-06-22,2025-12-30,0.5300495371990344,0.23912782213176997,0.07256593553148771,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vr_x_g126,35,2017-06-22,2025-12-30,0.44295231443538485,0.13910812230923109,0.07189874731260093,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vr_x_cs,35,2017-06-22,2025-12-30,0.49359926635847184,0.18011309791371644,0.07532756361732186,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vr_x_cs,35,2017-06-22,2025-12-30,0.4006723318678659,0.07376633106852004,0.07457741064619242,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vr_x_ce,35,2017-06-22,2025-12-30,0.49681506029194134,0.18531962142504788,0.07508800658030108,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vr_x_ce,35,2017-06-22,2025-12-30,0.4025542785639423,0.07667479414427447,0.07446022845099613,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vr_x_cg,35,2017-06-22,2025-12-30,0.4652861784464124,0.13427286034181052,0.07740472336597964,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vr_x_cg,35,2017-06-22,2025-12-30,0.3667877302390248,0.021399219460311092,0.07665664318932976,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vr_x_hys,35,2017-06-22,2025-12-30,0.45388854482633745,0.11581954876645117,0.07822532946995328,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vr_x_hys,35,2017-06-22,2025-12-30,0.34606991309516466,-0.010619225216563777,0.07790059887510506,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vr_x_hyr,35,2017-06-22,2025-12-30,0.4684783131493482,0.13944107843227793,0.07717333214092631,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vr_x_hyr,35,2017-06-22,2025-12-30,0.37114670927774474,0.028135823429241924,0.07639233865783474,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,vr_x_lqs,35,2017-06-22,2025-12-30,0.49439592371925045,0.18140292411688175,0.07526828854691715,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,vr_x_lqs,35,2017-06-22,2025-12-30,0.3987767310746059,0.07083676620620905,0.07469525719280427,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g63_x_g126,35,2017-06-22,2025-12-30,0.48455500388687,0.16547000629302766,0.0759972577640013,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g63_x_g126,35,2017-06-22,2025-12-30,0.3592940911711573,0.009818140900879513,0.07710889886022641,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g63_x_cs,35,2017-06-22,2025-12-30,0.5567165043440192,0.2823029117950787,0.07047702103658861,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g63_x_cs,35,2017-06-22,2025-12-30,0.4771263274367329,0.19192250603858707,0.0696584047119442,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g63_x_ce,35,2017-06-22,2025-12-30,0.4528372109995026,0.11411738923728998,0.07830059010695671,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g63_x_ce,35,2017-06-22,2025-12-30,0.3427829966215662,-0.015699005221216034,0.07809613339542262,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g63_x_cg,35,2017-06-22,2025-12-30,0.47143955589079456,0.1442354714422388,0.07695805573420968,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g63_x_cg,35,2017-06-22,2025-12-30,0.3618502081372569,0.01376850348485159,0.07695493091753383,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g63_x_hys,35,2017-06-22,2025-12-30,0.4596521654285488,0.12515112497955527,0.07781144231901418,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g63_x_hys,35,2017-06-22,2025-12-30,0.35577756471869626,0.004383509110712391,0.07732021612441772,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g63_x_hyr,35,2017-06-22,2025-12-30,0.5270406467002593,0.23425628513375307,0.07279786910383546,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g63_x_hyr,35,2017-06-22,2025-12-30,0.41389790620194655,0.09420585503937184,0.07374995728597969,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g63_x_lqs,35,2017-06-22,2025-12-30,0.4498670171241971,0.10930850391536662,0.07851282417719224,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g63_x_lqs,35,2017-06-22,2025-12-30,0.3337636064433268,-0.02963806276940395,0.07863018780909076,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g126_x_cs,35,2017-06-22,2025-12-30,0.4756008550317383,0.1509728129085287,0.07665451589994306,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g126_x_cs,35,2017-06-22,2025-12-30,0.36748473651965563,0.022476410984922257,0.07661444180152273,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g126_x_ce,35,2017-06-22,2025-12-30,0.4515105035199599,0.1119693866513638,0.07839546048750422,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g126_x_ce,35,2017-06-22,2025-12-30,0.33722179190165147,-0.024293594333811397,0.07842585226882867,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g126_x_cg,35,2017-06-22,2025-12-30,0.4755225997884631,0.1508461139432259,0.07666023520180798,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g126_x_cg,35,2017-06-22,2025-12-30,0.36369374937789145,0.01661761267492312,0.0768436935559307,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g126_x_hys,35,2017-06-22,2025-12-30,0.47954059108536984,0.15735143318583678,0.07636602580449098,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g126_x_hys,35,2017-06-22,2025-12-30,0.38147248153319013,0.04409383509674847,0.0757625615474748,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g126_x_hyr,35,2017-06-22,2025-12-30,0.6264690175820522,0.3952355522757036,0.0646949040139482,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g126_x_hyr,35,2017-06-22,2025-12-30,0.50965380452008,0.24219224334921463,0.06745692524155852,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,g126_x_lqs,35,2017-06-22,2025-12-30,0.45413571993327373,0.11621973703482402,0.07820762471176787,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,g126_x_lqs,35,2017-06-22,2025-12-30,0.3542875941124276,0.002080827264660856,0.07740957836010416,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,cs_x_ce,35,2017-06-22,2025-12-30,0.4924295135256471,0.17821921237485716,0.07541451432552243,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,cs_x_ce,35,2017-06-22,2025-12-30,0.39898407389091606,0.07115720510414292,0.07468237607083918,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,cs_x_cg,35,2017-06-22,2025-12-30,0.5020587585926326,0.1938094186737861,0.07469573527900877,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,cs_x_cg,35,2017-06-22,2025-12-30,0.4146920463468565,0.09543316253605094,0.07369997652752767,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,cs_x_hys,35,2017-06-22,2025-12-30,0.522898453531697,0.22754987714655694,0.07311595720058668,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,cs_x_hys,35,2017-06-22,2025-12-30,0.43406011288824675,0.12536562900910864,0.0724703382906325,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,cs_x_hyr,35,2017-06-22,2025-12-30,0.48548246050291766,0.16697160271900946,0.07592885483575257,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,cs_x_hyr,35,2017-06-22,2025-12-30,0.40165096263779243,0.07527876044022463,0.07451649775123029,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,cs_x_lqs,35,2017-06-22,2025-12-30,0.5160847315664177,0.21651813682181908,0.07363620877585476,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,cs_x_lqs,35,2017-06-22,2025-12-30,0.41648188807701336,0.09819928157356617,0.07358720487317494,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,ce_x_cg,35,2017-06-22,2025-12-30,0.514366334068695,0.21373596944455386,0.0737668350968633,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,ce_x_cg,35,2017-06-22,2025-12-30,0.43157074055838196,0.12151841722659029,0.0726295492852081,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,ce_x_hys,35,2017-06-22,2025-12-30,0.5130498460442339,0.21160451264304536,0.07386675344651013,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,ce_x_hys,35,2017-06-22,2025-12-30,0.42748659237883335,0.11520655185819706,0.07289000291502257,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,ce_x_hyr,35,2017-06-22,2025-12-30,0.5034544115078822,0.1960690472032377,0.07459098148148302,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,ce_x_hyr,35,2017-06-22,2025-12-30,0.4176979034619619,0.10007857807757747,0.07351048930992991,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,ce_x_lqs,35,2017-06-22,2025-12-30,0.5174407434693125,0.218713584664601,0.07353296588344789,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,ce_x_lqs,35,2017-06-22,2025-12-30,0.42745414989122843,0.11515641346826222,0.07289206810640945,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,cg_x_hys,35,2017-06-22,2025-12-30,0.4936155005597558,0.1801393818586522,0.0753263561816393,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,cg_x_hys,35,2017-06-22,2025-12-30,0.38477708732982363,0.049200953146090964,0.07555990225134773,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,cg_x_hyr,35,2017-06-22,2025-12-30,0.4518293238091643,0.1124855718815041,0.07837267272522812,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,cg_x_hyr,35,2017-06-22,2025-12-30,0.34699073361664,-0.00919613895610194,0.0778457323522722,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,cg_x_lqs,35,2017-06-22,2025-12-30,0.4825566073894977,0.1622345072020439,0.07614443712918133,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,cg_x_lqs,35,2017-06-22,2025-12-30,0.38383681249653423,0.04774780113100752,0.07561762112656155,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,hys_x_hyr,35,2017-06-22,2025-12-30,0.4819073442651235,0.1611833192863903,0.07619219334517047,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,hys_x_hyr,35,2017-06-22,2025-12-30,0.38809590949811057,0.054330041951625385,0.07535582257267699,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,hys_x_lqs,35,2017-06-22,2025-12-30,0.44557974046158133,0.10236719884256029,0.07881816210951997,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,hys_x_lqs,35,2017-06-22,2025-12-30,0.333603993233036,-0.0298847377307625,0.07863960613659704,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,hyr_x_lqs,35,2017-06-22,2025-12-30,0.5047755836115225,0.19820808775198884,0.07449168227758093,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,hyr_x_lqs,35,2017-06-22,2025-12-30,0.4110956950393705,0.08987516506084536,0.07392604992031605,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,credit_stress_pos_x_credit_relief_pos,35,2017-06-22,2025-12-30,0.476984756476138,0.15321341524708065,0.07655330256159035,nonoverlap_ols
step3_rate_residual_incremental,nonoverlap,63,credit_stress_pos_x_credit_relief_pos,35,2017-06-22,2025-12-30,0.3676505262008264,0.022732631401277126,0.07660440037086476,nonoverlap_ols
step2_step3_interaction_with_main_controls,nonoverlap,63,credit_stress_pos_x_vix_relief_pos,35,2017-06-22,2025-12-30,0.44556889821804657,0.10234964473398023,0.078818932789808,nonoverlap_ols
