horizon_years,requested_start_date,actual_start_date,start_group,display_name,method,config_id,n_days,start_date,end_date,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,annual_turnover,avg_g_weight,final_wealth
3,2017-06-28,2018-06-28,annual,Joint Rolling,Joint Rolling start 2017-06-28,joint_rolling_start_20170628,756,2018-06-28,2021-06-29,0.938359252773028,0.24684200228409137,0.2343993919652493,1.059598276449751,1.1771961919278668,-0.33251474596433883,0.7423490394936181,2.5708442680041332,0.5178773021358064,1.938359252773028
3,2017-06-28,2018-06-28,annual,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,756,2018-06-28,2021-06-29,0.7975046190242054,0.2158780128126696,0.23452651077904133,0.9518977766239682,1.0331074779725762,-0.33586755519100453,0.6427474445690413,0.0,0.5,1.7975046190242054
3,2017-06-28,2018-06-28,annual,100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,756,2018-06-28,2021-06-29,1.1102274991732903,0.28265470747329147,0.2631017973056869,1.078986017755741,1.2637244282315534,-0.3080815076970511,0.9174672948927436,0.0,1.0,2.1102274991732903
3,2017-06-28,2018-06-28,annual,SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,756,2018-06-28,2021-06-29,0.6762246044874498,0.18789322042260737,0.22486303920007705,0.8792529191456736,0.9277644669942285,-0.33717388442759144,0.5572591149566262,0.0,,1.6762246044874498
3,2018-01-02,2018-06-28,annual,Joint Rolling,Joint Rolling start 2018-01-02,joint_rolling_start_20180102,756,2018-06-28,2021-06-29,0.938359252773028,0.24684200228409137,0.2343993919652493,1.059598276449751,1.1771961919278668,-0.33251474596433883,0.7423490394936181,2.5708442680041332,0.5178773021358064,1.938359252773028
3,2018-01-02,2018-06-28,annual,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,756,2018-06-28,2021-06-29,0.7975046190242054,0.2158780128126696,0.23452651077904133,0.9518977766239682,1.0331074779725762,-0.33586755519100453,0.6427474445690413,0.0,0.5,1.7975046190242054
3,2018-01-02,2018-06-28,annual,100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,756,2018-06-28,2021-06-29,1.1102274991732903,0.28265470747329147,0.2631017973056869,1.078986017755741,1.2637244282315534,-0.3080815076970511,0.9174672948927436,0.0,1.0,2.1102274991732903
3,2018-01-02,2018-06-28,annual,SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,756,2018-06-28,2021-06-29,0.6762246044874498,0.18789322042260737,0.22486303920007705,0.8792529191456736,0.9277644669942285,-0.33717388442759144,0.5572591149566262,0.0,,1.6762246044874498
3,2018-06-28,2018-06-28,annual_block_phase_anchor,Joint Rolling,Joint Rolling start 2018-06-28,joint_rolling_start_20180628,756,2018-06-28,2021-06-29,0.938359252773028,0.24684200228409137,0.2343993919652493,1.059598276449751,1.1771961919278668,-0.33251474596433883,0.7423490394936181,2.5708442680041332,0.5178773021358064,1.938359252773028
3,2018-06-28,2018-06-28,annual_block_phase_anchor,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,756,2018-06-28,2021-06-29,0.7975046190242054,0.2158780128126696,0.23452651077904133,0.9518977766239682,1.0331074779725762,-0.33586755519100453,0.6427474445690413,0.0,0.5,1.7975046190242054
3,2018-06-28,2018-06-28,annual_block_phase_anchor,100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,756,2018-06-28,2021-06-29,1.1102274991732903,0.28265470747329147,0.2631017973056869,1.078986017755741,1.2637244282315534,-0.3080815076970511,0.9174672948927436,0.0,1.0,2.1102274991732903
