code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-02-24 00:00:00,23.171713526,24.25786907,24.624268703,23.151950871,0.0,0.0,1103797,26314468.0,4.687420042463717,23.171713526
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-02-25 00:00:00,24.377235509,24.683556669,24.85153924,24.120320988,0.0,0.0,64466,1596871.0,1.7548433366987404,24.25786907
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-02-28 00:00:00,24.495811442,24.782369946,24.920708535,24.407768812,0.0,0.0,101184,2523504.0,0.4003202549983291,24.683556669
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-01 00:00:00,24.85153924,24.357472854,24.85153924,24.171407453,0.0,0.0,101754,2519792.0,-1.7145135551032273,24.782369946
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-02 00:00:00,24.514289525,24.772488619,24.910827207,24.367354182,0.0,0.0,111041,2770641.0,1.703853956802606,24.357472854
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-03 00:00:00,24.989877829,24.291762025,24.989877829,24.19937161,0.0,0.0,88629,2193512.0,-1.9405664137889338,24.772488619
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-04 00:00:00,24.07091435,23.989591023,24.104510864,23.739889871,0.0,0.0,491723,11894123.0,-1.243923770079011,24.291762025
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-07 00:00:00,23.9819824,23.063018921,23.9819824,23.062920108,0.0,0.0,100360,2366622.0,-3.8623922396661445,23.989591023
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-08 00:00:00,23.072900249,23.072900249,23.715186552,22.847605977,0.0,0.0,86694,2036645.0,0.04284490262894991,23.063018921
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-09 00:00:00,23.675661241,23.902931778,24.238896921,23.537322652,0.0,0.0,226668,5486899.0,3.5974304055510906,23.072900249
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-10 00:00:00,23.606491946,23.806391206,24.041270367,23.438509375,0.0,0.0,352479,8480080.0,-0.403885903606408,23.902931778
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-11 00:00:00,24.041270367,23.32951833,24.041270367,23.32951833,0.0,0.0,624991,14913412.0,-2.00312962965934,23.806391206
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-14 00:00:00,23.349577425,22.944442989,23.478034686,22.875273694,0.0,0.0,625105,14498510.0,-1.6505927621524121,23.32951833
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-15 00:00:00,23.11242556,23.497797341,23.557085308,23.013612283,0.0,0.0,98803,2339123.0,2.4117140357919697,22.944442989
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-16 00:00:00,23.784355846,24.337710198,24.337710198,23.63613593,0.0,0.0,102371,2492263.0,3.5744322959773105,23.497797341
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-17 00:00:00,24.149964972,24.792251274,24.950352518,24.149964972,0.0,0.01541,58548,1457181.0,1.8676410899056335,24.337710198
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-18 00:00:00,25.286317661,25.227029694,26.46219566,24.653912686,0.0,0.02468,93791,2380994.0,1.753686727336277,24.792251274
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-21 00:00:00,25.266555005,25.088691106,25.286317661,24.85153924,0.0,0.02566,97516,2474162.0,-0.5483744605608577,25.227029694
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-22 00:00:00,25.266555005,25.632065318,25.721096081,25.266555005,0.0,0.13474,512020,13262469.0,2.1658133128756605,25.088691106
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-23 00:00:00,25.483944215,25.306080316,25.671689442,25.301139652,0.0,0.042,159618,4103615.0,-1.2717859366996775,25.632065318
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-24 00:00:00,25.414774921,25.655385251,25.68157077,25.296198988,0.0,0.02564,97438,2519850.0,1.3803201864460535,25.306080316
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-25 00:00:00,25.770502719,25.651926787,25.770502719,25.429596913,0.0,0.0102,43860,1136249.0,-0.013480460208107435,25.655385251
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-28 00:00:00,25.790265375,26.02741724,26.02741724,25.632164131,0.0,0.01154,54259,1416845.0,1.4637904439610765,25.651926787
US.CGGR,CAPITAL GROUP GROWTH ETF,2022-03-29 00:00:00,26.353501055,26.472076988,26.561008938,26.126230518,0.0,0.03042,146004,3896680.0,1.7084282466438185,26.02741724
