code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-06-25 00:00:00,23.029279794,23.219231388,23.219231388,23.001069162,0.0,0.0,178787,4380210.0,0.8248264630902163,23.029279794
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-06-26 00:00:00,23.104508148,22.700813995,25.24851623,22.700813995,0.0,0.0,301650,7448269.0,-2.232706950273663,23.219231388
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-06-29 00:00:00,22.671945114,22.895561395,22.895561395,22.653138025,0.0,0.03186,9559,230310.0,0.8578872988558695,22.700813995
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-06-30 00:00:00,23.057490427,23.37495408,23.37495408,23.057490427,0.0,0.00646,1938,47695.0,2.0938236749446473,22.895561395
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-01 00:00:00,23.414825107,23.566316205,23.566316205,23.414825107,0.0,0.00255,1020,25512.0,0.8186631055833128,23.37495408
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-02 00:00:00,23.837984597,23.606093197,23.837984597,23.606093197,0.0,0.00102,408,10329.0,0.1687874831772002,23.566316205
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-06 00:00:00,24.355179529,23.985432171,24.411600795,23.903809407,0.0,0.01704,6817,174005.0,1.6069536404618117,23.606093197
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-07 00:00:00,23.863280131,23.863280131,23.863280131,23.863280131,0.0,0.00022,89,2278.0,-0.5092759602125894,23.985432171
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-08 00:00:00,24.025961446,24.111063521,24.111063521,24.025961446,0.0,0.00533,2131,54441.0,1.038345896455833,23.863280131
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-09 00:00:00,24.120278995,24.120278995,24.120278995,24.120278995,0.0,0.00014,57,1466.0,0.03822093534768728,24.111063521
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-10 00:00:00,24.120278995,24.220332705,24.220332705,24.120278995,0.0,0.0,0,0.0,0.414811578343441,24.120278995
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-13 00:00:00,24.524443325,23.799524101,24.524443325,23.799524101,0.0,0.01973,7892,203732.0,-1.7374187593762092,24.220332705
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-14 00:00:00,23.950827128,24.14801945,24.14801945,23.950827128,0.0,0.00071,285,7262.0,1.464295451963921,23.799524101
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-15 00:00:00,24.279951176,24.256724421,24.303460036,24.167108645,0.0,0.00278,1111,28676.0,0.45016102138348096,24.14801945
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-16 00:00:00,24.256724421,24.108430529,24.256724421,24.108430529,0.0,0.00029,116,2961.0,-0.6113516789250315,24.256724421
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-17 00:00:00,24.108430529,24.288884543,24.288884543,24.108430529,0.0,0.0,0,0.0,0.7485100026853024,24.108430529
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-20 00:00:00,24.6466894,24.698126787,24.698126787,24.646501329,0.0,0.01491,5962,156264.0,1.6848951761267297,24.288884543
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-21 00:00:00,24.703110665,24.496232693,24.703110665,24.440939853,0.0,0.01224,4896,128046.0,-0.817446989972811,24.698126787
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-22 00:00:00,24.665496489,24.712138068,24.712138068,24.665496489,0.0,0.00079,316,8284.0,0.8813819565883643,24.496232693
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-23 00:00:00,24.547952186,24.297159661,24.547952186,24.297159661,0.0,0.00023,113,2949.0,-1.6792493059811884,24.712138068
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-24 00:00:00,24.225504655,24.225504655,24.225504655,24.225504655,0.0,3e-05,15,386.0,-0.2949110389845775,24.297159661
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-27 00:00:00,24.517202596,24.517202596,24.517202596,24.517202596,0.0,0.0,0,0.0,1.204094383807993,24.225504655
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-28 00:00:00,24.517202596,24.340321929,24.517202596,24.340321929,0.0,0.0,0,0.0,-0.7214553385827841,24.517202596
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-29 00:00:00,24.627882312,24.646407294,24.6466894,24.627882312,0.0,0.00665,3323,87068.0,1.2575238975591188,24.340321929
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-30 00:00:00,24.618478767,24.679037592,24.679037592,24.618478767,0.0,0.00234,1168,30571.0,0.13239373029408816,24.646407294
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-07-31 00:00:00,24.679037592,24.929171868,24.929171868,24.679037592,0.0,2e-05,10,265.0,1.0135495562480308,24.679037592
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-03 00:00:00,24.929171868,25.245507096,25.245507096,24.929171868,0.0,0.0,1,27.0,1.2689359665655773,24.929171868
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-04 00:00:00,25.245507096,25.350544685,25.350544685,25.245507096,0.0,0.0003,148,3979.0,0.4160644846648414,25.245507096
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-05 00:00:00,25.464797747,25.483698871,25.483698871,25.464797747,0.0,0.00652,3261,88316.0,0.5252517752756218,25.350544685
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-06 00:00:00,25.441288887,25.701014778,25.701014778,25.441288887,0.0,0.0005,250,6764.0,0.8527643812621775,25.483698871
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-07 00:00:00,25.638763315,25.530622557,25.638763315,25.389569394,0.0,0.00578,2892,78392.0,-0.6629785729155545,25.701014778
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-10 00:00:00,25.49300838,25.432637626,25.49300838,25.408376482,0.0,0.00313,1565,42340.0,-0.3837937393858561,25.530622557
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-11 00:00:00,25.342551672,25.084800525,25.436587115,25.084800525,0.0,0.01504,7519,202500.0,-1.3676800106820475,25.432637626
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-12 00:00:00,25.3378499,25.580837483,25.624657999,25.3378499,0.0,0.0039,1949,52859.0,1.9774403129322924,25.084800525
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-13 00:00:00,25.756307618,25.653056703,25.756307618,25.653056703,0.0,0.00533,2664,72932.0,0.28231765300098133,25.580837483
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-14 00:00:00,25.549429645,25.59719965,25.605850911,25.507113696,0.0,0.00684,3421,93004.0,-0.21774034044632282,25.653056703
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-17 00:00:00,25.803325339,25.82786859,25.869150149,25.803325339,0.0,0.00465,2327,63925.0,0.9011491223806626,25.59719965
US.PALC,Pacer Fds Tr Lunt Large Cap Multi Fact Alternator Etf,2020-08-18 00:00:00,25.934034604,25.921715961,25.934034604,25.921715961,0.0,0.00118,589,16245.0,0.3633570097856803,25.82786859
