code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-03 00:00:00,21.677564631,21.476548638,21.68560527,21.476548638,0.0,3e-05,11928,0.0,-0.9272997055791762,21.677564631
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-04 00:00:00,21.444386079,21.388101602,21.468507999,21.372020322,0.0,6e-05,22948,0.0,-0.41183077174470156,21.476548638
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-05 00:00:00,21.307695205,21.388101602,21.460467359,21.307695205,0.0,3e-05,10288,0.0,0.0,21.388101602
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-06 00:00:00,21.838377425,21.460467359,21.838377425,21.460467359,0.0,1e-05,1498,0.0,0.3383458632590053,21.388101602
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-09 00:00:00,21.380060962,21.452426719,21.452426719,21.380060962,0.0,1e-05,2461,0.0,-0.03746721758426765,21.460467359
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-10 00:00:00,21.806214866,21.573036315,21.806214866,21.556955035,0.0,3e-05,9190,0.0,0.5622188929011754,21.452426719
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-11 00:00:00,21.902702542,21.564995675,21.902702542,21.540873756,0.0,1e-05,4214,0.0,-0.03727171216232582,21.573036315
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-12 00:00:00,21.564995675,21.645402072,21.645402072,21.548914396,0.0,1e-05,1982,0.0,0.37285607756098404,21.564995675
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-17 00:00:00,21.870539984,21.677564631,21.870539984,21.637361432,0.0,7e-05,26048,0.0,0.1485884110307399,21.645402072
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-18 00:00:00,21.717767829,21.790133587,21.790133587,21.70972719,0.0,5e-05,19476,0.0,0.5192878347552994,21.677564631
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-19 00:00:00,21.822296145,21.862499344,21.886621263,21.822296145,0.0,1e-05,3385,0.0,0.3321033196564406,21.790133587
US.USMV,iShares MSCI Min Vol USA ETF,2012-01-20 00:00:00,22.087637255,21.846418064,22.087637255,21.814255506,0.0,2e-05,8307,0.0,-0.07355645732431537,21.862499344
