date,g_return,d_return,SPY,future_gd_return_63d,tnx_change_21d,spy_drawdown,vix_percentile_756d,vix_change_21d,gd_trailing_126d,baa10y_spread,baa10y_change_21d,z_tnx_change_21d,z_spy_drawdown,z_vix_percentile_756d,z_vix_change_21d,z_gd_trailing_126d,z_baa10y_spread,z_baa10y_change_21d,r,d,vh,vr,g126,cs,ce,r_x_cs,z_r_x_cs,high_vix_smooth,vix_relief_smooth,low_vix_smooth,growth_ext_smooth,rate_quiet_smooth,old_i1,old_i2,old_i3,old_i4,z_old_i1,z_old_i2,z_old_i3,z_old_i4
2022-05-20,-0.0004567206585424,0.002136225456892,0.0004365018234442,0.08051953248919,-0.1200000000000001,-0.1818457907834096,0.83994708994709,6.75,-0.2434924460349762,2.36,0.42999999999999994,-0.441621728026125,-0.7384469910732776,1.0386183608134056,1.0012554288005866,-2.775867580649159,-0.3360584190302292,1.6381276363666544,0.441621728026125,0.7384469910732776,1.0386183608134056,-1.0012554288005866,-2.775867580649159,-0.3360584190302292,-1.6381276363666544,-0.14841069972985743,-0.2525923890346311,1.3416397074811903,0.31292420562237633,0.30302134666778474,0.06043204510864558,0.9070888482073183,0.4586764352620776,0.4198315396949888,0.018312199690710098,0.016610792125588632,0.18331440572732638,-0.14692865030724322,-1.0783082342171262,-0.939528315684865
2022-05-23,0.0197986874727822,0.0172047341627899,0.0187100582591881,0.0733583137114324,-0.04,-0.1665380778639674,0.8134920634920635,0.2699999999999996,-0.2594289157690408,2.33,0.3700000000000001,-0.11685771888067771,-0.6121541218024863,0.955941824824193,0.030465939112079017,-2.9179389461102354,-0.37394374889355136,1.4076711854451636,0.11685771888067771,0.6121541218024863,0.955941824824193,-0.030465939112079017,-2.9179389461102354,-0.37394374889355136,-1.4076711854451636,-0.04369821348538936,-0.1881886409484229,1.2812446938939384,0.6780302281979209,0.3253028690697454,0.05263510781341225,0.9931953936654131,0.1117091810315876,0.8687226321782824,0.01712235158549838,0.017005840723436673,-0.15094903006901378,0.5299827307373386,-1.0807989744539863,-0.937613192339132
2022-05-24,-0.0193071601496986,0.0016427687234263,-0.0076337801064353,0.0967380836468145,-0.0500000000000002,-0.1729005429046408,0.83994708994709,2.4299999999999997,-0.2603349375690322,2.34,0.31000000000000005,-0.15743625940710598,-0.6644871257298846,1.038092156500754,0.3540518139098255,-2.9153982165883345,-0.3612457098015351,1.177416006572571,0.15743625940710598,0.6644871257298846,1.038092156500754,-0.3540518139098255,-2.9153982165883345,-0.3612457098015351,-1.177416006572571,-0.05687317327801861,-0.19626445254707253,1.341251088480754,0.531709196871609,0.30315893198000016,0.05276553797146218,0.9876833901665533,0.16343334603933476,0.7131555390592731,0.01599634413677862,0.015799323407284373,-0.10109569765234228,0.2952973471113378,-1.0831015721245825,-0.9405704366184426
2022-05-25,0.0128558995893116,0.0115631436505167,0.0088349539200831,0.0997612046444296,-0.02,-0.1655931573138777,0.8108465608465608,-5.150000000000002,-0.2515847444682801,2.29,0.22999999999999998,-0.035621075031283686,-0.6041375410273906,0.9471765015242467,-0.7816360505520453,-2.8214733322040515,-0.4244274962889899,0.8707000994467367,0.035621075031283686,0.6041375410273906,0.9471765015242467,0.7816360505520453,-2.8214733322040515,-0.4244274962889899,-0.8707000994467367,-0.015118563690649988,-0.17056479613707762,1.2749211412097434,1.1584661619346708,0.32774463968549666,0.05781426518177488,0.99936577071528,0.033739445228663976,1.4769530012266219,0.018948315510682566,0.018936297934089578,-0.22604973026783678,1.4468854850939665,-1.073639059253784,-0.9303184135758347
2022-05-26,0.0259516380361912,0.0144047320290256,0.0199813775582831,0.0687064436455654,-0.0699999999999998,-0.1489205591529513,0.7658730158730159,-4.100000000000001,-0.2518588463961674,2.25,0.20000000000000018,-0.23863282157937935,-0.4665963440681178,0.8068596417256769,-0.6241804103573536,-2.8139298807959,-0.4749556015225988,0.7556018378978802,0.23863282157937935,0.4665963440681178,0.8068596417256769,0.6241804103573536,-2.8139298807959,-0.4749556015225988,-0.7556018378978802,-0.11333999531626911,-0.23094491328112915,1.1758386720369587,1.0531669108538926,0.3689790303112819,0.058239528675788854,0.9719287188109266,0.1925431929235254,1.238354381891707,0.021489164816578664,0.02088593642849414,-0.07298236173597002,1.0867008532917737,-1.065380415048889,-0.9236913951570631
2022-05-27,0.0339457495352504,0.0173667413733764,0.0245491105580382,0.0443800819392283,-0.1099999999999998,-0.1280273158659237,0.7182539682539683,-4.27,-0.2483233077109232,2.26,0.19999999999999973,-0.4010284604667553,-0.29426891046801723,0.6583437363349531,-0.6495426530484535,-2.7705865602684434,-0.462234831518092,0.7554540604993762,0.4010284604667553,0.29426891046801723,0.6583437363349531,0.6495426530484535,-2.7705865602684434,-0.462234831518092,-0.7554540604993762,-0.18536932285781046,-0.27521441058137697,1.0755450950271617,1.0697548775391719,0.41720135869220865,0.06074250708157329,0.9227361810178035,0.2640145750403377,1.1505696114186383,0.02534185648480348,0.023383847872688823,-0.004087469089979627,0.9540599764623583,-1.0533541341853951,-0.9154068333050212
2022-05-31,-0.0053075000863233,-0.0085087235594423,-0.0056109425429168,0.0436185921464622,-0.04,-0.132919904495593,0.7341269841269841,-7.209999999999997,-0.257083378272767,2.18,0.13000000000000034,-0.11669021058831518,-0.33457185811650825,0.7076709174238744,-1.089884207132998,-2.8432324345780056,-0.5633629500509508,0.48713276222392804,0.11669021058831518,0.33457185811650825,0.7076709174238744,1.089884207132998,-2.8432324345780056,-0.5633629500509508,-0.48713276222392804,-0.06573894127909993,-0.20159328335506527,1.1083181796107413,1.3797554521713367,0.40064726218686686,0.05660442338010333,0.9932148213606131,0.08257826838141812,1.529208051058531,0.022678407254904675,0.022524530210423378,-0.17898047105881934,1.524472695623085,-1.0601417081113358,-0.917343458433829
2022-06-01,-0.0058501161296193,-0.006469212417499,-0.0080885380096447,0.0433351173419742,-0.0500000000000002,-0.1399333148054867,0.7129629629629629,-6.650000000000002,-0.2704704225933291,2.08,0.0,-0.15729278315633274,-0.3923616355380081,0.6415903909516779,-1.0057032092004368,-2.9581851382078024,-0.68977264279479,-0.011084780696975959,0.15729278315633274,0.3923616355380081,0.6415903909516779,1.0057032092004368,-2.9581851382078024,-0.68977264279479,0.011084780696975959,-0.10849625873029146,-0.22787031103044642,1.0645381100356974,1.317434262277644,0.42294771908401946,0.050610455705333325,0.987705690404521,0.10091753823914902,1.4024589796613165,0.021405576802373528,0.021142410014095347,-0.16127600869245395,1.3328476771583215,-1.062907576874353,-0.9208679913993069
2022-06-02,0.0272052295360114,0.0085727138432792,0.0190434336776268,0.022165905809581,-0.0500000000000002,-0.1235546919276487,0.6825396825396826,-4.530000000000001,-0.2503735745653171,2.1,0.050000000000000266,-0.1572727292062967,-0.25722329305747477,0.5466704460674836,-0.6878457080336468,-2.759130735029501,-0.664345310598619,0.18053853175957466,0.1572727292062967,0.25722329305747477,0.5466704460674836,0.6878457080336468,-2.759130735029501,-0.664345310598619,-0.18053853175957466,-0.10448340013324968,-0.22537159250629393,1.0033823792051462,1.095081098333316,0.4567119331376627,0.06142130164962582,0.9877088057719879,0.08597635302945678,1.098785077868267,0.028051841412232117,0.02770705078098098,-0.17566015339381216,0.8747540018749184,-1.0428337319555407,-0.900218752902759
2022-06-03,-0.0248812590225323,-0.0072695855389736,-0.0164115096187074,0.0330750052873003,0.0299999999999998,-0.1379384825313491,0.6851851851851852,-0.6300000000000026,-0.2510800248395366,2.09,0.009999999999999787,0.1677657763178034,-0.375832850292633,0.5548212159156536,-0.10328852385046315,-2.756223212508187,-0.6768784246883842,0.02719948221854663,-0.1677657763178034,0.375832850292633,0.5548212159156536,0.10328852385046315,-2.756223212508187,-0.6768784246883842,-0.02719948221854663,0.11355703439061861,-0.09117689851116274,1.008552481309938,0.7461244150029126,0.45373126539428454,0.06159474863317583,0.9860258794159765,-0.09308001200567724,0.7525056301171135,0.027947463238973746,0.027556922017654764,-0.3482979438125963,0.3525536394525788,-1.0422615477809358,-0.9000216019663785
2022-06-06,0.0024618406234017,0.0013780709467459,0.00304477030189,0.031100637138053,-0.0099999999999997,-0.1353137032245581,0.6957671957671958,-6.129999999999999,-0.2371435662150577,2.08,-0.020000000000000018,0.005215496218259905,-0.3541270761134531,0.5877060004454792,-0.9275325467337071,-2.6172603079265064,-0.689408695875475,-0.08780555648371677,-0.005215496218259905,0.3541270761134531,0.5877060004454792,0.9275325467337071,-2.6172603079265064,-0.689408695875475,0.08780555648371677,0.003595608446174033,-0.15883584297890524,1.0295675622059872,1.2608057112668885,0.44186156176050806,0.07046088091433106,0.9999863993920878,-0.0030651784227720504,1.2980846625644362,0.031133954883827496,0.031133531443114364,-0.2614370042616399,1.1749475682628463,-1.0322017634514715,-0.8884884584762612
2022-06-07,0.0103769748275423,0.0117852713841048,0.0095922679042081,0.035983819352406,-0.1400000000000001,-0.1270194006127906,0.6507936507936508,-6.170000000000002,-0.2361213732779383,2.07,-0.020000000000000018,-0.5230536739320734,-0.28564774095704615,0.44741940390730783,-0.9333115454986882,-2.59958584515134,-0.7019360195513223,-0.08779455599956489,0.5230536739320734,0.28564774095704615,0.44741940390730783,0.9333115454986882,-2.59958584515134,-0.7019360195513223,0.08779455599956489,-0.3671502138915748,-0.3869952971437505,0.9416739246018504,1.2649501825233884,0.4942545206945425,0.0716733314998445,0.8721511151413606,0.23402436300221563,1.191170602802626,0.035424868107036704,0.030895838223287682,-0.03271912592701075,1.013452347344572,-1.018975036965141,-0.8885748042780686
2022-06-08,-0.0092335822072489,-0.013630197453444,-0.0108721797262086,0.0299754566981661,-0.02,-0.1365106025868216,0.6494708994708994,-10.79,-0.2412893648970294,2.07,-0.10000000000000009,-0.035295691662389966,-0.3639225492638314,0.4432250544579664,-1.6251439834087964,-2.639373400024167,-0.7018064746842133,-0.3945230254046065,0.035295691662389966,0.3639225492638314,0.4432250544579664,1.6251439834087964,-2.639373400024167,-0.7018064746842133,0.3945230254046065,-0.024770744937122884,-0.17619670615702665,0.9391173577141443,1.8048649325780401,0.49589230325617784,0.06897180323408944,0.9993773010325611,0.015643934859194384,1.6949799865136062,0.03420258636548451,0.034181288450270984,-0.24337829405685346,1.7722151983517789,-1.0216684033861285,-0.877942044957528
2022-06-09,-0.0269674370013081,-0.021231237800586,-0.0237828899375228,0.0430861125878083,0.0499999999999998,-0.1570468758877172,0.7288359788359788,-6.900000000000002,-0.2465060375067319,2.07,-0.0900000000000003,0.24922966195922683,-0.5333311108092549,0.6905825205307322,-1.041856359666152,-2.679149593189483,-0.7016770015145826,-0.3561209852136779,-0.24922966195922683,0.5333311108092549,0.6905825205307322,1.041856359666152,-2.679149593189483,-0.7016770015145826,0.3561209852136779,0.17487872189204332,-0.053266846916543834,1.0969032463546562,1.3440322511109635,0.4063207258239239,0.06636948657813353,0.9694196241221911,-0.1721136481468252,1.4742733394489722,0.026967297958988393,0.02614262785099366,-0.4244829989599788,1.4389066679669642,-1.0416956957108483,-0.9017808182141267
2022-06-10,-0.0374836179006824,-0.0231473501367439,-0.0289956157826692,0.0660382079517487,0.2399999999999997,-0.1814888207972778,0.7843915343915344,-4.810000000000002,-0.2460195463047395,2.04,-0.1299999999999999,1.0214327161459622,-0.7349370715209046,0.8636400804560727,-0.7284803509646107,-2.665956889070864,-0.7395135627480879,-0.5094665719263531,-1.0214327161459622,0.7349370715209046,0.8636400804560727,0.7284803509646107,-2.665956889070864,-0.7395135627480879,0.5094665719263531,0.7553633470245569,0.30413775944345317,1.2154403392667688,1.1223059010396055,0.3518002588106961,0.06722190500894717,0.5935330399522634,-0.8821502331527636,1.3640958651206747,0.023648683579895646,0.014036275056044637,-1.1093581971911606,1.2723929474329723,-1.0503961606539634,-0.9379657235083334
2022-06-13,-0.0453277629789389,-0.0371528386851074,-0.0379681888147767,0.0580204523154113,0.5900000000000003,-0.2125662077962523,0.9232804232804231,2.2500000000000036,-0.2441975733802233,1.98,-0.2200000000000002,2.442266893038467,-0.9912238248546441,1.2963373514399126,0.32964904644102655,-2.6406330026154814,-0.8153060136609972,-0.8545216196670649,-2.442266893038467,0.9912238248546441,1.2963373514399126,-0.32964904644102655,-2.6406330026154814,-0.8153060136609972,0.8545216196670649,1.9911948848594214,1.0649310215641845,1.538131346112553,0.5418451566137372,0.24179399467264034,0.0688879038260884,0.050674432353392876,-3.16600179563087,0.8334290201268547,0.01665668145073458,0.0008440678774072635,-3.308042176884421,0.472489551457988,-1.069672016743631,-0.9774027318692057
2022-06-14,0.0031031106916016,-0.0048188194188849,-0.0030133333343197,0.0541866945704256,0.56,-0.2149390082908696,0.9007936507936508,3.8199999999999967,-0.2342440285836663,1.99,-0.2500000000000002,2.3185375123503276,-1.0105563514632818,1.2258095861089338,0.5648990471000261,-2.541035552452158,-0.8024824555903102,-0.9693715066641173,-2.3185375123503276,1.0105563514632818,1.2258095861089338,-0.5648990471000261,-2.541035552452158,-0.8024824555903102,0.9693715066641173,1.86058567628914,0.9842571179219035,1.483176750777247,0.45006716662155694,0.2573671646683134,0.07583519628588611,0.06802989091652303,-2.842085508392192,0.6675291578212826,0.01951748945016352,0.0013277726782590135,-2.9919454606281755,0.22238701296398067,-1.0605101548407934,-0.9751686239620585
