date,method,config_id,cost_bps,g_weight,d_weight,daily_turnover,score,score_z,gross_return,net_return,requested_start_date,actual_start_date,start_group
2022-01-03,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2891735337409039,0.7108264662590962,0.011057974260707537,-0.46352094643093356,-0.36240455207503586,0.005274058066475739,0.005263000092215031,2017-06-28,2018-06-28,annual
2022-01-04,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.29103160034276704,0.7089683996572329,0.003716133203726324,-0.436557540382756,-0.3263666074148999,0.00486774809417255,0.004864031960968823,2017-06-28,2018-06-28,annual
2022-01-05,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2935987142356457,0.7064012857643542,0.005134227785757339,-0.4695264276167333,-0.3700703718325947,-0.014314483165441157,-0.014319617393226914,2017-06-28,2018-06-28,annual
2022-01-06,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2950674469120497,0.7049325530879502,0.002937465352808033,-0.6061386562850323,-0.5516820139026508,0.0008426628881462513,0.0008397254227934433,2017-06-28,2018-06-28,annual
2022-01-07,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2927695799524561,0.7072304200475439,0.004595733919187217,-0.5555755551364678,-0.4840652126328384,-0.0005824555704032593,-0.0005870513043224465,2017-06-28,2018-06-28,annual
2022-01-10,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.29189376620020213,0.7081062337997979,0.0017516275045079688,-0.5273590882476562,-0.44623143655195924,0.0001800721150892489,0.00017832048758474093,2017-06-28,2018-06-28,annual
2022-01-11,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.29182916981440477,0.7081708301855952,0.00012919277159473275,-0.5466837093351176,-0.47173969909838365,0.008505790522865753,0.008505661330094158,2017-06-28,2018-06-28,annual
2022-01-12,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2912476141460454,0.7087523858539546,0.0011631113367187584,-0.5363161290017777,-0.4576733375693642,0.0019428862338677255,0.0019417231225310068,2017-06-28,2018-06-28,annual
2022-01-13,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.29098058290491247,0.7090194170950875,0.0005340624822658402,-0.5656348529306963,-0.49651271344614606,-0.009317642008481081,-0.009318176070963347,2017-06-28,2018-06-28,annual
2022-01-14,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.28994729943642233,0.7100527005635777,0.002066566936980263,-0.6009882902073415,-0.5433807115517229,0.001416326489294029,0.0014142599223570488,2017-06-28,2018-06-28,annual
2022-01-18,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2880613651626901,0.7119386348373099,0.003771868547464474,-0.7811794264204133,-0.7833457929423246,-0.015717768552106208,-0.01572154042065367,2017-06-28,2018-06-28,annual
2022-01-19,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2822927241002926,0.7177072758997074,0.01153728212479499,-0.746808315480448,-0.7369657601393709,-0.010540122184199807,-0.010551659466324602,2017-06-28,2018-06-28,annual
2022-01-20,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2774953767755752,0.7225046232244248,0.009594694649434854,-0.7376114271540382,-0.7242057979475517,-0.012514763053646656,-0.012524357748296092,2017-06-28,2018-06-28,annual
2022-01-21,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.27313291510321686,0.7268670848967831,0.00872492334471664,-0.7058325087511929,-0.681330659829761,-0.01552412655069052,-0.015532851474035237,2017-06-28,2018-06-28,annual
2022-01-24,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2696666747755163,0.7303333252244837,0.006932480655401085,-0.9172651271287999,-0.9629684665974879,0.004032710260507376,0.004025777779851975,2017-06-28,2018-06-28,annual
2022-01-25,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.262543390165643,0.737456609834357,0.014246569219746652,-0.9074181408651686,-0.9490321018848272,-0.005501389742716114,-0.005515636311935861,2017-06-28,2018-06-28,annual
2022-01-26,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.2559326069176085,0.7440673930823916,0.013221566496068982,-0.9989690006849623,-1.070344936924946,-0.0032411390763961555,-0.0032543606428922247,2017-06-28,2018-06-28,annual
2022-01-27,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.24839619804934085,0.7516038019506591,0.015072817736535293,-0.8789554485462245,-0.9093040589235912,-0.0032111363123685983,-0.0032262091301051335,2017-06-28,2018-06-28,annual
2022-01-28,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.24295643672755907,0.7570435632724409,0.010879522643563566,-0.8073197928316214,-0.813017493219754,0.01913507587491146,0.0191241963522679,2017-06-28,2018-06-28,annual
2022-01-31,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.23902732752004863,0.7609726724799514,0.007858218415020879,-0.8840516331126721,-0.9148178653784961,0.013718687493739933,0.013710829275324911,2017-06-28,2018-06-28,annual
2022-02-01,Joint Expanding start 2017-06-28,joint_expanding_start_20170628,10,0.23399004483018004,0.76600995516982,0.010074565379737166,-0.8120792290126895,-0.8180551042810846,0.008543780728454728,0.008533706163074991,2017-06-28,2018-06-28,annual
