horizon_years,requested_start_date,actual_start_date,start_group,display_name,method,config_id,n_days,start_date,end_date,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,annual_turnover,avg_g_weight,final_wealth
5,2021-01-04,2021-01-04,annual,100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,1260,2021-01-04,2026-01-08,1.1138105678796317,0.1614839502504395,0.22957303794009362,0.7668334994392957,0.9989405014820762,-0.3434553386295507,0.4701745236943756,0.0,1.0,2.1138105678796317
5,2021-01-04,2021-01-04,annual,SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,1260,2021-01-04,2026-01-08,0.9756444393597115,0.1458869073165785,0.1708004304621623,0.8827384615887166,1.1722766392331576,-0.24496334904188433,0.5955458556848618,0.0,,1.9756444393597115
5,2018-07-30,2018-07-30,block_phase,Joint Expanding,Joint Expanding start 2018-07-30,joint_expanding_start_20180730,1260,2018-07-30,2023-08-01,1.2718027143723836,0.17834950258698234,0.2185729195258065,0.860929298567838,0.9994235256560542,-0.3325147459643386,0.5363656943085161,3.080816548049719,0.4699595941882037,2.2718027143723836
5,2018-07-30,2018-07-30,block_phase,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,1260,2018-07-30,2023-08-01,0.953316877421605,0.14328509204329465,0.2223616854193416,0.7140947708874822,0.7944262486373564,-0.33586755519100475,0.4266118886113002,0.0,0.5,1.953316877421605
5,2018-07-30,2018-07-30,block_phase,100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,1260,2018-07-30,2023-08-01,1.219302200172673,0.17285220518172917,0.2615269451954257,0.741095642960279,0.8598110149158955,-0.3434553386295506,0.5032741836869998,0.0,1.0,2.219302200172673
5,2018-07-30,2018-07-30,block_phase,SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,1260,2018-07-30,2023-08-01,0.7650105392326987,0.12033901595396768,0.21382580934812798,0.6390089206752667,0.6874484703039114,-0.3371738844275918,0.3569049131971267,0.0,,1.7650105392326987
5,2018-08-29,2018-08-29,block_phase,Joint Expanding,Joint Expanding start 2018-08-29,joint_expanding_start_20180829,1260,2018-08-29,2023-08-31,1.0655905031161126,0.15613578993348742,0.2188578145464263,0.7730711981471188,0.8795025856212173,-0.3325147459643384,0.46956049868005767,3.184342634625592,0.4528967854587209,2.0655905031161126
5,2018-08-29,2018-08-29,block_phase,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,1260,2018-08-29,2023-08-31,0.8616044012546065,0.13234164348651412,0.2227593806333776,0.670015555564075,0.7362578995775931,-0.33586755519100464,0.39402925778660786,0.0,0.5,1.8616044012546065
5,2018-08-29,2018-08-29,block_phase,100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,1260,2018-08-29,2023-08-31,1.1017768025151975,0.1601584802428233,0.262258947930956,0.6982359091205259,0.8000253104317597,-0.34345533862955047,0.46631530283350636,0.0,1.0,2.1017768025151975
5,2018-08-29,2018-08-29,block_phase,SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,1260,2018-08-29,2023-08-31,0.6902560475296984,0.11068395914612839,0.21424465193833964,0.5977588613751983,0.6342305487682168,-0.33717388442759144,0.32826966813883807,0.0,,1.6902560475296984
