comparison,annualized_excess_return,max_dd_diff,sharpe_diff,turnover_diff
Joint Local Best - Old Best + Bond/Credit Incremental,0.0009243583974389846,-0.00030105951791781216,0.0012063122016623407,-0.4005916121743254
Joint Local Best - Existing Smooth Score Best Local,0.006539614036412678,-0.0031462001323329103,0.03211209282233196,-0.9950206967570252
Joint Local Best - 50/50 G-D Buy & Hold,0.02769986582844175,0.01638875218569391,0.12708796972060243,3.701723631227431
Joint Local Best - 100% G Buy & Hold,-0.01445747827871946,0.023976535624239514,0.10139037363133663,3.701723631227431
Joint Local Best - SPY Buy & Hold,0.046476947652496214,0.0176950814222806,0.18995704224235666,3.701723631227431
