date,Joint Local Best,Old Best + Bond/Credit Incremental,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,SPY Buy & Hold
2025-03-20,3.5859503914973567,3.5162831739821985,3.3398855287851705,2.9509582241467105,3.5949958065263963,2.6279380646608854
2025-03-21,3.582431343948361,3.514661943552668,3.343356439179914,2.947695661695254,3.608161164345172,2.6288028502726175
2025-03-24,3.6413000045213955,3.5745234620104758,3.405882571878871,2.9955440273597134,3.6856680019232204,2.6758805991077526
2025-03-25,3.642462084614064,3.5776154314700377,3.4139090633750637,2.996035742196358,3.7033934771884653,2.6823130043939787
2025-03-26,3.6042369619934624,3.535089728720739,3.3606101379402094,2.965527919331977,3.6230822830002043,2.650290812858633
2025-03-27,3.5850646748164863,3.515370257534455,3.3396167864304926,2.949890171531505,3.5963662308253417,2.643252456351056
2025-03-28,3.520114354645387,3.4483902842728713,3.2686634568127584,2.8965710938516676,3.504852518837522,2.590021972025979
2025-03-31,3.539801904721903,3.465289773798309,3.279936077413756,2.912950144441003,3.506977826137734,2.6074081109488887
2025-04-01,3.5504322278254814,3.478142486410137,3.296836749827276,2.921510029464613,3.535056218906934,2.614772748886249
2025-04-02,3.5715727805626467,3.4998373078399263,3.3192325914420415,2.9387946748148344,3.5630153061970278,2.6313198784297387
2025-04-03,3.3836572542630488,3.311014526306276,3.13230615950803,2.785220986410401,3.344938858432336,2.5016463167870846
2025-04-04,3.181209026834898,3.1112352152705527,2.9406965686557363,2.6192933051708236,3.1346487031245873,2.355192567442871
2025-04-07,3.173496915811381,3.106804561936866,2.9413440769369315,2.6111509946341758,3.145815743473595,2.3509975205174816
2025-04-08,3.1166756299180247,3.0514390668446008,2.889347097736661,2.564269027924843,3.0911234480839913,2.31417433083068
2025-04-09,3.4308107762952544,3.371216322019322,3.210336598344646,2.8131615655706335,3.4737851388534633,2.557207382735283
2025-04-10,3.2997910855173567,3.239928125219904,3.081604000812287,2.707356489702736,3.326221892958174,2.4451530181830368
2025-04-11,3.35901665592428,3.2988651640968762,3.1388462598218183,2.755576897481053,3.390844563063286,2.488781506214633
2025-04-14,3.3894309891647043,3.3277268296639706,3.1647737480265534,2.7809950715144485,3.4149670357330266,2.512926331853552
2025-04-15,3.3865844623885537,3.326110801444661,3.165073117466521,2.778284260679332,3.420545172596365,2.505887975345974
2025-04-16,3.3106812786247652,3.247118834091008,3.0830419204735797,2.7173631527440794,3.3122743764575198,2.4501870744972765
2025-04-17,3.3203871599315162,3.2545472080535762,3.0869661526843357,2.726039375453532,3.3076853318123165,2.453682946934315
2025-04-21,3.2461606015133015,3.179722453860465,3.0128855017311746,2.6657136418761067,3.219318070871583,2.3952785713992144
2025-04-22,3.3212846827529683,3.254419125044175,3.085413156539793,2.727284845127658,3.302515108446702,2.457598324063422
2025-04-23,3.373516564921995,3.3096873652050514,3.144411982058138,2.77002416587781,3.388554488449947,2.4956800278264257
2025-04-24,3.4488998052002926,3.387350184781796,3.2242951508668334,2.8317820206053157,3.4963544978706755,2.5482113376631528
2025-04-25,3.4722980430487094,3.4132804859952977,3.2538553975338473,2.8508531764303617,3.54584621177594,2.5666229325041967
2025-04-28,3.476003614092132,3.4159369163824915,3.254798940806773,2.8540667703852693,3.5413411749390242,2.5676017767888304
2025-04-29,3.4943868371892046,3.4343080170474787,3.272805513346991,2.869134629370117,3.5627108721334686,2.5837760132690373
2025-04-30,3.4951959756945037,3.4354667323079786,3.2744829178245056,2.8696996827935823,3.56649701622126,2.584801469182456
2025-05-01,3.5195915407439875,3.4630620690215927,3.3059084854212015,2.888066250071665,3.617771896869626,2.6031198407612153
2025-05-02,3.5726156149813186,3.51559613960663,3.3565189810920426,2.9315027999280394,3.674832835907195,2.641760884112071
2025-05-05,3.5518590740118863,3.4952253804833626,3.337110368490504,2.914520079075137,3.6539336513310294,2.6266121035452827
2025-05-06,3.524446210883484,3.4677239984219566,3.3101859904401425,2.892140934051505,3.621897321241297,2.6046580246337006
2025-05-07,3.542514001868607,3.485903141120407,3.327978720349811,2.9069185272030302,3.6433953183757706,2.615611758270384
2025-05-08,3.571055165809247,3.5147845043467996,3.3563366919745254,2.9299423192010687,3.6781596208263334,2.633836906582144
2025-05-09,3.5674362210684682,3.511308279628445,3.3531037422245373,2.9270370492944573,3.6750260749694412,2.6304808690408894
2025-05-12,3.6962449727368267,3.6419261347311775,3.4813893396557822,3.0281571137830725,3.832926727234617,2.7174115636742973
2025-05-13,3.735889135998428,3.6856579323528558,3.52722811140142,3.054114528894232,3.9037704166228484,2.735357042189774
2025-05-14,3.7414719473748144,3.694604025237923,3.5385136703877276,3.053503781765772,3.9305257102941704,2.738852914626813
2025-05-15,3.7592005708026672,3.7090964939484623,3.550481937510414,3.072471007864775,3.931476933998049,2.752230453158332
2025-05-16,3.778113862093228,3.727030870903175,3.5672426642771304,3.0889813625182874,3.947130216592712,2.7696632037147415
2025-05-19,3.7774746635824927,3.7261365707198086,3.5662720201366884,3.0888036820510765,3.9451183713340017,2.7726929598309282
2025-05-20,3.764927945074454,3.713248134412,3.5537282309607097,3.079265609965458,3.929191461702525,2.7633706333290147
2025-05-21,3.700315416353518,3.650073027417596,3.4934384919580714,3.025678391331008,3.864754149736014,2.716805612448232
2025-05-22,3.7006534589267823,3.6517830995596934,3.4952653556722715,3.0240297229144733,3.8722673486357038,2.717877679999865
2025-05-23,3.6739973076651666,3.6233470905360394,3.467821137604862,3.0050302484220675,3.8335921465825997,2.6993262502583226
2025-05-27,3.749377440364033,3.7001266696370725,3.5413449053520862,3.0638851513052976,3.924984662596392,2.755446655799087
2025-05-28,3.7286262824268497,3.6806608961894502,3.522680293544576,3.045910603006213,3.9088103593573154,2.739505477481664
2025-05-29,3.74170296238491,3.693001938715897,3.5344963355968613,3.0571983045455764,3.919469275526923,2.7503193762225635
2025-05-30,3.7358553871268305,3.6865920347586743,3.528432401546097,3.0530343769005244,3.909674034238331,2.747243008477592
2025-06-02,3.7577846360088096,3.709542058300603,3.5499231407453222,3.0698435747891173,3.941625080562512,2.7627180704741625
2025-06-03,3.7931598323955424,3.7450653092706965,3.5836094987155285,3.098274267077843,3.9833103788097226,2.778472802262302
2025-06-04,3.790881802827817,3.744367517394223,3.58214833491758,3.0952312083270828,3.9932901161223575,2.7777270161404517
2025-06-05,3.7751256833874445,3.727940932873724,3.5668639914153033,3.083075701789494,3.969666986639686,2.7643028659754334
2025-06-06,3.8120093505102903,3.7644233623868786,3.601707567870747,3.1131681536198257,4.0089336824486,2.7926893501779566
2025-06-09,3.8202555028187777,3.772620205863224,3.609389103217676,3.119817632126654,4.018691393656737,2.795206378330361
2025-06-10,3.8449483809722067,3.796603317880757,3.6327146367345415,3.1404079722743825,4.040388612350057,2.8110543333855
2025-06-11,3.8370590827671496,3.7885223078385355,3.625309901181057,3.1342972503318167,4.028639094743201,2.8030371325932886
2025-06-12,3.8557859440273634,3.806999946109898,3.643002425706289,3.1495829407217424,4.048747826892442,2.814177312763971
2025-06-13,3.811882911535204,3.763117658993941,3.6016705582864814,3.11457525097156,3.992533286071168,2.782714460821192
2025-06-16,3.8501635272297072,3.8017392646765185,3.637702629419139,3.144297691661505,4.050032992869984,2.8091898680832315
2025-06-17,3.8188522491292716,3.77079455599822,3.608103376338079,3.118743120039711,4.017340443831175,2.7851848773400976
2025-06-18,3.818861355732317,3.7708070819911508,3.608107863720942,3.11866191024553,4.018563035371659,2.7847653726480304
2025-06-20,3.8113349877370277,3.7631062999190825,3.600979244991033,3.113467341972943,3.999045634910416,2.778225690317126
2025-06-23,3.8413640378067955,3.7930328278220236,3.629430595517717,3.136880019890536,4.043648174292469,2.805667611301072
2025-06-24,3.8856690134612086,3.837186708640995,3.671668551753168,3.171133867875223,4.109067070337315,2.8366624896860855
2025-06-25,3.887584135464014,3.8394269558353096,3.674202233361258,3.1703683758405674,4.131763843368138,2.838251970628544
2025-06-26,3.9190625743641783,3.870544621703795,3.703974011294592,3.1958968497535514,4.166579820061752,2.860457954386391
2025-06-27,3.9297892404455097,3.881116062041186,3.7141374727791936,3.20467810896238,4.17801278050716,2.8746697839953743
2025-06-30,3.9535069485094145,3.904498652436057,3.7370615945867547,3.2234137468804755,4.209673330275488,2.888414119205633
2025-07-01,3.955738363053645,3.9070835556018633,3.7353770422570394,3.2292512381061873,4.169127873908521,2.887479130417616
2025-07-02,3.9859782464291746,3.9367950563871923,3.764493513914897,3.2533985195170203,4.207006927557054,2.900568973473434
2025-07-03,4.019146006320943,3.969065049415336,3.797150076360797,3.2792035952235876,4.256186682791707,2.923429449390437
2025-07-07,3.9868721910034814,3.9371170684776895,3.7667206696378965,3.252828009229922,4.222837055974511,2.901644210585312
2025-07-08,3.996341675430543,3.946621235977474,3.775337004115646,3.2608585254930595,4.22922149645631,2.900054729642853
2025-07-09,4.015511273537889,3.9648995857880966,3.7943982719343086,3.275843283963501,4.263085890053202,2.9174455211320387
2025-07-10,4.025072547775726,3.9751520127087416,3.8020850844403524,3.2843393131126817,4.256757419401988,2.925673422482622
2025-07-11,4.005911522146825,3.95592361559624,3.7845429587004875,3.2686163983455194,4.242075883545214,2.915388545795571
2025-07-14,4.008853382356931,3.9585583935351156,3.7878514912602936,3.2710408812106384,4.250647446601097,2.920951729096533
2025-07-15,3.991660481956905,3.939820408100879,3.774894717691463,3.257369633683604,4.268524972162432,2.908469628749155
2025-07-16,4.003810403651509,3.9518558329115283,3.7862701490466293,3.267339329976269,4.280740772933708,2.918193512164339
2025-07-17,4.033627869945947,3.9811873750707965,3.814659967197079,3.291824955808412,4.315340517925425,2.9360517980522474
2025-07-18,4.027664110332102,3.9750754999659272,3.809416744299992,3.2872784058147175,4.314499174399227,2.933901323833207
2025-07-21,4.032411849831853,3.97950648481245,3.814430634495241,3.2916448368030036,4.3269770396878195,2.939464507134169
2025-07-22,4.03957075348102,3.9879888239131533,3.818433460959111,3.2948920666365438,4.295570620570299,2.9398852520916057
2025-07-23,4.070224380644593,4.018358820459557,3.847207527016597,3.3197100328600406,4.325281535814353,2.964896202222935
2025-07-24,4.067544828032315,4.015148789946636,3.845717042373671,3.3188940997232876,4.338498541716978,2.9658779404522395
2025-07-25,4.080796990341423,4.028219604830662,3.8581831118304586,3.3297470898318053,4.352644559833589,2.9784067902361895
2025-07-28,4.081205100993705,4.027722728562835,3.8594622755353343,3.33232085526853,4.375567234253487,2.97765879920389
2025-07-29,4.075930086669014,4.022721887843254,3.85425739288448,3.3275038720976227,4.364699872310577,2.9698048933694565
2025-07-30,4.062315652234459,4.008210716067342,3.84189870649187,3.3190981704844797,4.374198089738177,2.966064938207957
2025-07-31,4.030796318158885,3.9763775143187896,3.812300520010129,3.2953960066740278,4.357145368060751,2.954938571606033
2025-08-01,3.977411044865325,3.92519233328874,3.7614920835624597,3.2475473839223143,4.26556433683885,2.906506152290548
2025-08-04,4.033649787929631,3.979694008041869,3.8151412522035013,3.2965528841376774,4.3506530197326,2.950684372613953
2025-08-05,4.021057670028489,3.9680272787959656,3.80237159768498,3.2836220848252173,4.316072106208669,2.935724551977385
2025-08-06,4.039583811941152,3.985220982523054,3.821589797656368,3.3027462028735575,4.368616403979756,2.958211032373524
2025-08-07,4.041433574863869,3.98703426922136,3.823268705286365,3.304287057195047,4.37085262715742,2.9557333120796203
2025-08-08,4.069915252505237,4.014921085409755,3.85071001444565,3.3283734402906546,4.408010842474786,2.9787807857523405
2025-08-11,4.055947718494115,4.001199840833351,3.837375090736192,3.3167649549152163,4.391142705858886,2.972890356376516
2025-08-12,4.10370973253309,4.048119720468432,3.8830465525383686,3.356567801542711,4.44838784664644,3.004539726911256
2025-08-13,4.128580123027066,4.073598669670711,3.90403097376351,3.3733216283730214,4.449090067630861,3.0148246036030213
2025-08-14,4.1208473950696325,4.065749677691402,3.8971976259102674,3.3676668908298226,4.445372139936628,3.015105100236598
2025-08-15,4.111539927049289,4.057071597683143,3.8870380688226445,3.3584149042537446,4.423732743475426,3.0080459348757507
2025-08-18,4.110566498216648,4.055802108322967,3.886865322874894,3.3585193628803642,4.428793584192988,3.0073914427213095
2025-08-19,4.096052615243276,4.044096173787412,3.8668323196321133,3.3389872014669977,4.361130536284392,2.991075888339288
2025-08-20,4.090651109942808,4.039827060873165,3.859232014528725,3.331526648809312,4.3349980796496626,2.983128483622281
2025-08-21,4.07960624279919,4.0291846435473495,3.8481931231802804,3.3217746550899148,4.318273111320986,2.9711606271149127
2025-08-22,4.143628120119582,4.0923976669233815,3.9086253854239215,3.3739619380556425,4.386402823052765,3.0167880800616307
2025-08-25,4.124106966620495,4.072522197308097,3.89168861537241,3.3598520430319505,4.37673465278581,3.003511239245381
2025-08-26,4.133637149834869,4.081280962380535,3.9022593118753646,3.36955393744782,4.398609275098236,3.0160868384659034
2025-08-27,4.148527421736844,4.096011498948088,3.916278461185812,3.3816389254197916,4.413951203861464,3.0229590060757476
2025-08-28,4.158632484856257,4.1049177197436855,3.928783378776559,3.3935271422276725,4.445473099722003,3.0336646277202357
2025-08-29,4.142774571007988,4.091379116748207,3.907864930327966,3.373299185518181,4.387654766385603,3.015572594635323
2025-09-02,4.120248962217596,4.069924555055262,3.8841217932920666,3.3520197835369503,4.347774644302949,2.993226362553616
2025-09-03,4.11784532875125,4.0660599822770385,3.8875131020301854,3.3569521751157385,4.381730667068249,3.0094484180577794
2025-09-04,4.142984426492593,4.09062042261856,3.912348715131638,3.378864211387326,4.415832908298305,3.0345996165082543
