method,config_id,cost_bps,n_days,start_date,end_date,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,annual_turnover,avg_g_weight,final_wealth,selection_score
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau0.75_eta0.03,0,2233,2017-06-28,2026-05-15,3.5617493504950275,0.1868196737009904,0.1921883896086855,0.9878585591129696,1.1859695799173233,-0.32768495678326404,0.5701197745997106,2.141071175801752,0.48217861533267253,4.5617493504950275,
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau0.75_eta0.03,5,2233,2017-06-28,2026-05-15,3.5186911352455548,0.18555013329553205,0.19219027796947624,0.9822786669737792,1.177886023951667,-0.32778416475605765,0.5660741220785376,2.141071175801752,0.48217861533267253,4.518691135245555,
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau0.75_eta0.03,10,2233,2017-06-28,2026-05-15,3.476039084976893,0.18428194314690471,0.19219217679398787,0.976698831308249,1.170003331858385,-0.3278833587437844,0.5620350598241458,2.141071175801752,0.48217861533267253,4.476039084976893,0.392
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau0.75_eta0.03,20,2233,2017-06-28,2026-05-15,3.3919381999715608,0.18174960791019834,0.19219600583293156,0.9655393330430899,1.1538781886139329,-0.32808170477155474,0.5539766627241579,2.141071175801752,0.48217861533267253,4.391938199971561,
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau0.75_eta0.05,0,2233,2017-06-28,2026-05-15,3.608012230360398,0.1881719086321565,0.19318961371575613,0.9896149504361713,1.1895219768514427,-0.32343724877859537,0.5817879954852295,3.1200235300032837,0.48194372567659666,4.608012230360398,
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau0.75_eta0.05,5,2233,2017-06-28,2026-05-15,3.544774819088561,0.18632046649117417,0.1931915852432099,0.9815299046197153,1.1780112723279603,-0.32354938620335827,0.5758640703279451,3.1200235300032837,0.48194372567659666,4.544774819088561,
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau0.75_eta0.05,10,2233,2017-06-28,2026-05-15,3.482404645237006,0.18447189165371536,0.1931935840204474,0.9734448865144164,1.1665148220750046,-0.32366150591117926,0.5699531401931345,3.1200235300032837,0.48194372567659666,4.482404645237006,0.41587500000000005
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau0.75_eta0.05,20,2233,2017-06-28,2026-05-15,3.360218631896635,0.1807833262429952,0.1931976633208792,0.9572749471349706,1.1431871278527146,-0.323885692186648,0.5581701526315459,3.1200235300032837,0.48194372567659666,4.360218631896635,
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau1.00_eta0.03,0,2233,2017-06-28,2026-05-15,3.515470955678272,0.18545475786808918,0.19239139901071545,0.9810390988156154,1.1780513164976436,-0.3278327810650957,0.5656992484569887,1.8844617499936596,0.4881763841096164,4.515470955678272,
joint_old_credit_score,joint_a0.50_ls0.25_lcrowd0.05_lcred0.00_li0.00_tilt0.30_tau1.00_eta0.03,5,2233,2017-06-28,2026-05-15,3.477933979275382,0.1843385118868479,0.19239332268485998,0.9761318699088591,1.1709293182789697,-0.32792970913480546,0.562128123045631,1.8844617499936596,0.4881763841096164,4.477933979275382,
