display_name,method,config_id,cost_bps,n_days,start_date,end_date,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,annual_turnover,avg_g_weight,final_wealth
Joint WF Expanding,Joint WF Expanding,joint_wf_expanding,10,1981,2018-06-28,2026-05-15,2.9060798093741593,0.18925363578928844,0.19623353524602358,0.981942748679849,1.1855851196930585,-0.33251474596433883,0.569158625553362,2.804334090711931,0.4277225345867835,3.9060798093741593
Joint WF Rolling,Joint WF Rolling,joint_wf_rolling,10,1981,2018-06-28,2026-05-15,3.1078102883961414,0.19689607800452302,0.19587133613766236,1.01610887579035,1.237444329642355,-0.33251474596433883,0.5921423948688264,3.0138578698265217,0.43909198934212457,4.107810288396141
Old+Credit WF Expanding,Old+Credit WF Expanding,old_plus_wf_expanding,10,1981,2018-06-28,2026-05-15,3.145244400320327,0.19827808074551867,0.19741113224283027,1.0155795868607778,1.2353338844086834,-0.3236469914555269,0.612636872828044,3.884413323641447,0.43260778079491363,4.145244400320327
Old+Credit WF Rolling,Old+Credit WF Rolling,old_plus_wf_rolling,10,1981,2018-06-28,2026-05-15,3.2596266589075977,0.2024344125452222,0.1975676615442422,1.032425999720801,1.2642051848701656,-0.3236469914555269,0.6254790493643109,4.033079297570274,0.43112888447207875,4.259626658907598
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,10,1981,2018-06-28,2026-05-15,3.1741318614538425,0.199337129307815,0.19924118127147789,1.0124486639728172,1.2372477679314435,-0.31633260287297826,0.6301504413310752,4.494059856491222,0.4435214977089048,4.1741318614538425
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,10,1981,2018-06-28,2026-05-15,2.458934093993419,0.17100305867319454,0.20003325678437023,0.8897537033190678,1.056057599361981,-0.33586755519100453,0.5091383672827428,0.0,0.5,3.458934093993419
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,10,1981,2018-06-28,2026-05-15,3.513830600796645,0.21133344289598055,0.24379919395999752,0.9087839290871327,1.1305193115424192,-0.34345533862955,0.6153156440637664,0.0,1.0,4.513830600796645
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,10,1981,2018-06-28,2026-05-15,2.0931313987567717,0.1544704774805512,0.19389969176438046,0.8382304394266966,0.9775154051781766,-0.33717388442759144,0.45813298305350797,0.0,,3.0931313987567717
