date,Joint WF Expanding,Joint WF Rolling,Old+Credit WF Expanding,Old+Credit WF Rolling,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,SPY Buy & Hold
2022-06-28,1.8387889482371722,1.8860323549077074,1.8946957507607565,1.94402274358599,1.90255668115106,1.6405879842708118,1.7315899570731825,1.5044482174562845
2022-06-29,1.8360949469993688,1.8818802303571576,1.8904661285979458,1.9384349040370605,1.8970331697914296,1.6368035662495584,1.7344252176990969,1.5032230002053357
2022-06-30,1.8205271227747493,1.8656466401366383,1.8728748391900887,1.9208147533895814,1.879831899086526,1.6211448929501235,1.712314681999558,1.4910103508096324
2022-07-01,1.8358522183472687,1.881133543396831,1.8875867898454488,1.9361456765096805,1.8948163365261022,1.633689212791643,1.7221419790481747,1.5067800825544466
2022-07-05,1.8342809240377849,1.8808240557076017,1.8923860186344619,1.93962122307541,1.898431437135563,1.6385467069677715,1.7485224798607621,1.5096257484312403
2022-07-06,1.8383309271726476,1.8853584035287236,1.8984155538639893,1.945404260098741,1.904186342408405,1.643790776391066,1.7603779241915274,1.5147242331287218
2022-07-07,1.8690570283627306,1.917244658052344,1.931893109115287,1.9793652242442494,1.937568325980028,1.6726310468597059,1.7971595926972115,1.5374105138822312
2022-07-08,1.867809168905338,1.9160860167438472,1.9311622050636157,1.978509450983973,1.9367817315118014,1.671934297779994,1.7982956994317738,1.5361457734925452
2022-07-11,1.8471758382042343,1.8942606054195659,1.906984825441449,1.9541898153930501,1.9124779984856133,1.6515610202983533,1.7670913285238958,1.5185975005752546
2022-07-12,1.8327178493297747,1.8788667072491418,1.8897459400704575,1.9368543633451092,1.8950820960632346,1.6373189292123513,1.7443998798025953,1.5051596339286026
2022-07-13,1.824642299636425,1.8707796327676365,1.8822067383150713,1.9290144154200284,1.8875563927419854,1.630541177289277,1.739719848531154,1.497255006488906
2022-07-14,1.8188237033097778,1.8656851540369725,1.879818519367501,1.9260804252246968,1.8853766485449401,1.6266189395210817,1.747745871326905,1.4936188778664792
2022-07-15,1.851782600327878,1.8995067938424532,1.9139370182965723,1.9610311840568742,1.9195991308276938,1.6561889866402788,1.7796221151832852,1.5221545829243657
2022-07-18,1.8393872758529757,1.8865388226132382,1.9000634850375167,1.9469580534938256,1.9056194034789569,1.6452008463412853,1.7636997165472241,1.5095862252925036
2022-07-19,1.8891901755906957,1.9380300093653455,1.9532409693635828,2.001217839115601,1.959059445266765,1.6894990410803792,1.8179757974155404,1.5503741028848308
2022-07-20,1.905769506389748,1.9558337889281971,1.9737920874528458,2.021826256624713,1.979886839551603,1.7031288196560015,1.8467844767911237,1.5602548871823718
2022-07-21,1.923724278408737,1.9748990847969545,1.9951795079661718,2.0433764988190117,2.001519320342227,1.7177049472795363,1.8747228233048012,1.5761431883350805
2022-07-22,1.9014268931193288,1.9514862194530336,1.9697570942279494,2.017628074669691,1.9758650912013596,1.6996222301551058,1.8442961479002549,1.5615196275720578
2022-07-25,1.9003062550752727,1.9497869418626743,1.9661817469439082,2.014264356605593,1.9721165331498651,1.7010537552875897,1.8341027548158753,1.5634167381565869
2022-07-26,1.8738198230611516,1.9220644568852907,1.9363503870504128,1.9839960529581577,1.9420264820063748,1.6803025507117655,1.799440751676631,1.54491990995119
2022-07-27,1.9342753266680779,1.985120311481372,2.0034682758275486,2.0522124431320905,2.0096650218167693,1.7280099040918033,1.8748252779775039,1.5850358942057783
2022-07-28,1.9573733934183566,2.009041102061182,2.0283524774197974,2.077589391004221,2.034694411143851,1.7471439666781723,1.9008200248008742,1.6049160322170724
2022-07-29,1.988131356701181,2.0409006740765347,2.0615132672507026,2.111406270894639,2.0680539146558305,1.7722209471833534,1.9355425479068726,1.6283137294387406
2022-08-01,1.9840292290401789,2.0367039317947686,2.057328643820445,2.107111255043644,2.063859639613536,1.768502013205612,1.9318047463433399,1.6234919066999434
2022-08-02,1.971224574414651,2.023725610549633,2.0447751062862194,2.0941747284148384,2.0513250034131336,1.7553936607415026,1.9220903364661344,1.6127811365180318
2022-08-03,2.013067419969573,2.0672653243468204,2.090724804307508,2.1409740638162638,2.0975738949823035,1.7859684828244842,1.9725169350847833,1.6380364211896505
2022-08-04,2.0163432148376623,2.0709500580329925,2.0955149774084,2.1457497300755723,2.1024206610799814,1.7850879828755009,1.9809502377189008,1.6369297733465957
2022-08-05,2.0109874274289012,2.065205526560293,2.088949082280851,2.139106991757705,2.0958238023198406,1.7834059679071361,1.971916826423876,1.634163153743118
2022-08-08,2.0054915823028256,2.0592729566279435,2.082155180954401,2.132220191679071,2.0890051182602076,1.781989981905248,1.9624505126099308,1.6322660431585887
2022-08-09,1.9895328420807465,2.0425043327004326,2.064219527594581,2.113929258417692,2.0710094979193117,1.7725682864722707,1.9416842765736244,1.6257842486593688
2022-08-10,2.040815650358151,2.0955637344425155,2.1188668482902413,2.169823114890832,2.125825521864831,1.8130844322390824,1.9971247232056195,1.6599322391975266
2022-08-11,2.035547209172542,2.0897420331215146,2.1121105270414904,2.1629344124730276,2.1190609271868164,1.8132665310923708,1.9871072078551555,1.6599322391975266
2022-08-12,2.073090777508489,2.128550258644669,2.1518564503534936,2.2036319882144633,2.158916180030911,1.8438778809040612,2.0267135204366777,1.6880331897459389
2022-08-15,2.083419087105097,2.1394362023488336,2.163344975076379,2.2154122171579664,2.1704168645149133,1.8502509274719896,2.0397488964100203,1.6949892618933708
2022-08-16,2.0831588287288847,2.1387758596537596,2.1621330948912285,2.2141408633898148,2.169229039981814,1.8534820479765444,2.0358434314173204,1.6983092054183762
2022-08-17,2.065435493563376,2.120484058274069,2.143525127748488,2.19507801775446,2.1505667245162763,1.8384973006947036,2.0176978591599375,1.686254648569304
